helpful,unixReviewTime,reviewerID,reviewText,reviewTime,overall,asin,summary,reviewerName
"[0, 0]",1333843200,A2526VZ6RCSQR,"Its a real good polarizer. Tiffen 55 mm circular polarizer fits well on my Tamron 90 mm Macro. It cuts the reflection very well and this is useful during macro photography. I would have loved to attach a ""multi-coated"" polarizer, but this does its job quite well.","04 8, 2012",4.0,B00004ZC8Y,Its a good polarizer,Amazon Customer
"[0, 0]",1386806400,AD9ZL63H0VKCZ,The CPL is a basic filter  that should be in your kit it intensifies skies and reduce reflections on non-metallic surfaces.  Tiffen has a good reputation making filters.,"12 12, 2013",4.0,B00004ZC8Y,Tiffen has a good reputation making filters,Amazon Customer
"[0, 0]",1384819200,A1U7W9O6FBTOBT,"This reasonably priced polarizer has good glass, no distortion and rotates with just enough resistance. For me (Sony camera and lens) it will enhance the sky at the right angle, get out some of the glare in water/glass and I see no color issues with the rest of a shot. Recommended filter.","11 19, 2013",5.0,B00004ZC8Y,Pretty decent filter.,Amazon Customer
"[0, 0]",1388275200,A1RWBM4AKQFRQK,"Using my NIKKOR 18-140mm lens on a D7000, I get great picture quality, but I fully expect the filter to fall off at some point. as the fit isn't very snug. That being said, it's a $20 filter and the Nikon one is $120, so I can't expect that much.","12 29, 2013",4.0,B00004ZC8Y,"Nice filter, but the quality could be better",Amazon Customer
"[0, 0]",1389139200,A1C0PBPEC13BU3,Tiffen has been around a long time. Why? Because they make good products. This is one of them. Worth the price.,"01 8, 2014",5.0,B00004ZC8Y,Buy the best,"Amazon Customer ""jsheehanpac"""
"[0, 0]",1372982400,A3LR28643A6P29,"It does a good job.  It is a bit difficult to put on and take off.  There is no reference mark so user can cell the position it is is.  This works a bit different than the old traditional Polarizer Lense that was rotated to create polarizer effect and was more visable through the view finder.  No instructions came with the filter.  I assumed I knew how to use one, but these for Digital are different.  I am sure it will be great when I get acclimated to using it.","07 5, 2013",4.0,B00004ZC8Y,Tiffen 62mm Circular Polarizer,ampeyton
"[3, 7]",1374105600,AKJD16NO3HE2S,"Just to let you know - I am not a professional and am just beginning to take my first, baby steps with filters. I read about polarizing filters and I became interested in trying one out. Not being sure about the results I'd get and most definitely not being able to afford an expensive one, I picked the Tiffen 58mm to experiment with. I purchased this filter for use with my Canon Vixia HF G10 video camera in the hopes that I could get some satisfactory sky / beach shots. (in this humid, hazy summer time weather, my outdoor shots are just meh)This is my first polarizing filter and my first day with it and so far, I am having nothing but problems with it.First, I suspect that I have received a used filter because the package was not sealed and the filter was dirty on both sides. (shipped and sold by Amazon.com)I cleaned it off and attached it to my UV filter that was already in place on my camera. This brings us to the second issue. It kept falling off. Luckily I was seated at the time and it fell into my lap rather than onto the concrete sidewalk. So then I got the bright idea (not!) of attaching it directly to my camera. This solved the problem of it staying in place (boy, did it ever!) and I thought that I could actually begin testing it out however, I could not adjust the outer ring with the camera hood in place. (In broad daylight, I *must* have the hood on my camera otherwise I get lens flares.)Trying to adjust it and then putting the hood on causes the filter ring to move.Lastly, I absolutely can not get it off of my camera. Yes, I am aware of which part of the filter that needs to be grasped and turned. Yes, I tried the rubber band and bottle opener grip and latex glove methods all without success. I have to go purchase the filter wrenches now and hope that works otherwise, I'll have to take my camera to a pro and see if they can get it off (I wonder how much they charge for that?)I wanted to do some ""with and without"" shots for comparison but was not able to do so.This filter seems to be more trouble than it's worth. I don't see myself ever attaching it directly to my camera again (that is, if I ever get it off!)Edit: I had to wait a few days for my order of filter wrenches to arrive (I couldn't find any shops locally that had them). Once they arrived and after a few attempts, I was finally able to remove the filter from my camera.","07 18, 2013",1.0,B00004ZC8Y,Nothing but problems so far :(,An Amazon Customer
"[1, 1]",1380672000,ARWG2TPGIYALV,A must have if you want to cut down the glare from water reflection or from/while shooting through windows. Makes skies a prettier and darker blue as well. You can also &#34;see&#34; fish through water from high angles as opposed to that ugly glare typically found in bright sunlight.,"10 2, 2013",5.0,B00004ZC8Y,Get rid of glare in water and from windows.,"Andreas Hohl ""VaderVideo"""
"[0, 0]",1375142400,A3GVZ1F1HBW2KV,"Bought to go with a 18 to 300mm nikon lens. - Works well, I took it on Safari, and it was a definite boon when used on photos of Hippo in the water. - no one else on the trip had anything close to the shots I did they just got a lot of reflection off the water, this cut it out.","07 30, 2013",4.0,B00004ZC8Y,77mm Circular polarizer,Andrew Bishop
"[0, 0]",1397260800,A3H4S6YO9VNGDZ,"First I'll just say this is pretty good glass. But why would we want it?Most of us started wearing polarized sunglasses years ago and I for one just thought they work and that's enough to know. The more I got into photography the more gadgets I acquired and polarized filters seemed a good idea.So I studied on the science behind it and won't bore you with it but it's about reducing reflected light and an easy way to see a dramatic change is being in a boat on the water. The next is to be on clear water and see the bottom 20 feet down.So I have this filter and another lighter polarized filter and one or the other is usually being used in bright sunlight. The reason is that reflected light tends to wash out the picture. If you're thinking that you can just use contrast for that, to some degree you're correct, but it's not the same. To get close to the same will take a combination of  very careful program adjustments rather than screwing on your filter which is doing it before the picture instead of after.This filter is wonderful in the brightest sunlight and does its job admirably, it's very good quality and I've only had one issue. With one of my lenses it messes with AF if it's not bright enough out, in which case I switch to a Polaroid filter with less effect if I choose not to go manual focus.In the end you'll save time in your program while getting better pictures and learning how you prefer to use it won't take a real long time. Polarized is my most used filter and if I need a replacement I'll by another of these. I hope I've been of assistance.","04 12, 2014",5.0,B00004ZC8Y,To Polarize...Or Not To Polarize....,Anthony J.
"[0, 0]",1344643200,A3N5M4U783UQ0L,"I'm not all that experienced with polarizers, but this one works well and is easy to handle (it turns easily and smoothly and stays in place). The only downside is that it is prone to lens flare (which isn't much a problem because for the polarizer to be useful you kinda need to be shooting at roughly 90deg to the sun). I do get the sense that a better polarizer would have a stronger effect, but I'm actually VERY happy with the pictures I get with this, so I'm not complaining.Overall great for the price. I'm sure there are better filters, but I'm happy with this one.","08 11, 2012",4.0,B00004ZC8Y,Good inexpensive polarizer,A. Peters
"[0, 0]",1380240000,A37YHG80LPSWOZ,"Does a fine job; doubles as neutral density filter. I wish it came in the older style container, which was round and small. Now comes in a large rectangular box that wastes a lot of room in my backpack.","09 27, 2013",4.0,B00004ZC8Y,"Works as advertised, doesn't interfere with focus.",Aquagem
"[0, 0]",1387929600,AEGO6A1AFDTAV,A pola filter is one of those things that separates the hobbyists from the pros. I use one on all my lenses when shooting outside during the day. It cut the glare and make your skies look great. It will also help protect your lens in extreme environments. So instead of sticking a useless UV filter on the front of your lens start using a pola.,"12 25, 2013",5.0,B00004ZC8Y,"Like Oakley's for your lens. Essential for outdoor day work, stills or video.",aroundlsu
"[0, 1]",1264204800,A7RVZ6O6D97EJ,"I don't use filters much at all, but this circular polarizer works fairly well in removing unwanted reflections.  You get what you pay for.  This is not a bad filter, but hardly the best one out there.","01 23, 2010",4.0,B00004ZC8Y,"For the price, works well for your average hobbyist",Arturo Donate
"[1, 1]",1398556800,AR31LMHIABCWR,I love the different effects that I can get with this filter.  I can filter out so many reflections and a lot of glare.,"04 27, 2014",5.0,B00004ZC8Y,Wonderful,"A. Thibou ""Arekkusu"""
"[0, 0]",1384732800,A28V30JDKPAVIF,I have owned a few Tiffen Polarizers in the past and they never disappoint. The price is reasonable and the quality is up to standards.,"11 18, 2013",4.0,B00004ZC8Y,Great Circular Polarizer.,Audioluvr
"[0, 0]",1379203200,AELFQC04ORCFZ,Easy on the wallet and great on the photos. I love Tiffen products. This is a must-have-polarizer in every camera bag.,"09 15, 2013",5.0,B00004ZC8Y,Good & light weight,Bala
"[1, 2]",1381881600,A3Q8J3TF2LWHGZ,"This is not great, but it is what you expect from cheap tiffen. I like it though and don't use a filter enough to consider buying again a more expensive (much better) hoya pro filter. And it's soooo much cheaper.","10 16, 2013",4.0,B00004ZC8Y,OK filter,B. Brice
"[1, 1]",1359763200,A3M49MLZN9JI78,"If you want your outdoor/landscape shots to really look great, this filter is a must have. Skies are more dramatic, colors are richer and unwanted glare is reduced. The outer ring rotates smoothly and is easy to use.","02 2, 2013",5.0,B00004ZC8Y,Nice Filter,Ben K. Carson
"[0, 0]",1373241600,A14LQ0GV9JXT6F,"Seemed to be good quality and do the job. I am not an expert, so I bought one in a mid price range and was pleased until my Sigma 18-250 mm lens died after only 15 months (so warranty gone) Lens never seemed &#34;right&#34; from the start but completely dying in 15 months is the pits. So I can recommend the filter but not the lens","07 8, 2013",4.0,B00004ZC8Y,Seems like good quality,Beth s
"[1, 1]",1400630400,A1XGJB0QRMKIML,"Bought this filter in the 82mm size. Upon opening the package, noticed that there was a significant rattle when using the filter. Upon further inspection, I found that the actual glass in the metal filter housing was loose! That is, while the glass would not completely fall out of the metal rings (which rotate around each other so you can rotate the filter while keeping it mounted), it could still shift significantly around within the housing. Not a good feeling.Ended up returning it due to worries about it breaking, or possibly damaging other equipment.","05 21, 2014",1.0,B00004ZC8Y,"Optics fine, questionable build quality",B. Hsu
"[0, 0]",1374796800,A4H5BAIBHIGDD,"What more can you want from a filter than it be good glass, the right size, and the right price.  This meets all these requirements.","07 26, 2013",5.0,B00004ZC8Y,Works fine,Bichael
"[0, 0]",1379808000,A1DHR5F73LV31C,handy circular filter for mounting on your 77mm lens. easily adjusts for the amount of polarization you desire for any particular photo.,"09 22, 2013",5.0,B00004ZC8Y,works great,Big Al
"[0, 0]",1379116800,A3EB6E7FJUTW0E,"Just as described, perfect fit and good quality, I would redone this product to anyone as it is working out perfectly.","09 14, 2013",4.0,B00004ZC8Y,perfect fit,"bigmoe1866 ""bigmoe1866"""
"[0, 0]",1386374400,ABFAC9Q2CIMPW,Cheaper and good quality...The diff in this one and high brands and not very noticeable.. I would recommend all beginners to have this as their CPL,"12 7, 2013",5.0,B00004ZC8Y,Cheaper and good quality..,"Bijoy Nair ""Bijoy Nair"""
"[0, 1]",1379721600,ADHRR4OR2V36Y,"Good quality/low price: hard to go wrong with Tiffen, and at Amazon prices it makes it very reasonable, (I have Tiffen filters purchased in the 70's for my SLR that I am still able to use on my DSLRs).","09 21, 2013",5.0,B00004ZC8Y,Good quality/low price,"Bike Dad ""Bike Dad"""
"[0, 0]",1383350400,A3GD95EQQWD2ZJ,"I have used polarizing filters before, and this one does exactly as I expected. Tiffen is a great brand too.","11 2, 2013",5.0,B00004ZC8Y,Great help in photography.,Bill
"[0, 0]",1368316800,A3GGMWJ0VIJOMJ,"I already own polarizer filters for other lenses in my bag, so this was an addition for a specific lense.As with any filter, air to glass surfaces add distortion, although I haven't seen any problems in my images with this; Tiffen makes a good quality filter for the price.I would recommend this polarizer to any photographer serious enough to want to one to their camera bag.","05 12, 2013",5.0,B00004ZC8Y,Look at the fish!,Bill Lundgren
"[0, 0]",1387152000,A11WT7N2ZEEX13,"This is my first CPL, it's amazing, sky becomes more blue, glass becomes more transparent.It's good enough for me.","12 16, 2013",5.0,B00004ZC8Y,"Sky becomes more blue, glass becomes more transparent",Bin Bai
"[0, 1]",1371340800,A8IGCVCW5GX74,"The rotation of this polarizing filter is not at all smooth, but the filter does what is build for, pretty much pretends to reduces the polarizing effect and also causes glare at bright lights.","06 16, 2013",2.0,B00004ZC8Y,You get what you've paid for,Binod
"[0, 0]",1379376000,ATK70O68BPK80,This fits on my Nikon 28-300 FX lens.  I normally use the clear filter and only pull this one out when I'm shooting cityscapes or nature shots where I'm attempting to get a mirror like reflection in the water.Fits great and allows you to control the reflection,"09 17, 2013",5.0,B00004ZC8Y,Great filter,"Bitter Muppet ""Bitter Muppet"""
"[0, 0]",1387584000,A1VIHIEUHVMYD6,"I love it great for the price. If you have the money to upgrade to one of the better go for it . However, I was ust trying to find something to protect the glass of my lens","12 21, 2013",4.0,B00004ZC8Y,Bought for Tokina,"B. Luna ""lvnjamesnbrooke"""
"[0, 0]",1386374400,AL3SVXMQHDIQF,Tiffen is a reliable maker of camera filters. This filter does not disappoint. It works exactly as advertised without degrading image quality. The filter surround is made of metal.  Not sure what more you could ask for.,"12 7, 2013",5.0,B00004ZC8Y,Works as advertised.,B. Murphy
"[0, 0]",1398470400,A2K1DZ3YQJMCV3,This was a replacement after loosing my polarizer.  Carry it with me at all time.  Also good to slow down the shutter making good moving water shots smooth.,"04 26, 2014",5.0,B00004ZC8Y,Works like a charm,Bob Buckles
"[0, 0]",1339286400,A2VV6BI7Y5O4PH,I've used this filter with great results.  It fits my lens without a problem and is ultra-thin so there is no vinetting.  Great value.,"06 10, 2012",5.0,B00004ZC8Y,Excellent filter......,Bobby G
"[4, 12]",1214524800,A1JUO2ZP2EFOHX,"I returned the filter because it was used, old (ancient packaging) and had scratches and fingerprints on it. It was advertised as new. All this is a seller thing, and not the filter's fault.The filter, though, was very weak. That is, I doubt it would take my glass down 1/2 stop-seriously. I also noticed (without mounting it) that when used on an LCD monitor for testing, it was very weak at rejecting light at 90 degrees. That is to say, the effect was very weak. In addition, the filter's outer glass just spun freely. How would I fix that?I feel that my best glass (70-200mm f/2.8L IS USM) deserves to look through something phenomenal, so I traded up to the:Heliopan 77mm Circular Polarizer Lens FilterBaddest piece of glass I could find! Brass rings instead of the aluminum ones in Tiffen and Hoya, and a calibrated wheel with markings make this the choice.There comes a time when checap is just too expensive. I want to make my L glass better, so why would I put layered/laminated glass over it?If you have a cheap lens (at 77mm? OK, whatever!), then this might really be a value. On the other hand, if you know what a circular polarizer even IS, you probably should be buying the best.:)","06 27, 2008",2.0,B00004ZC8Y,Why do I always try for value over quality?,Bogus Exception
"[0, 0]",1385942400,A2W6VMYAYJ4LCD,This Tiffen filter is a great quality product. i have put it to the test in midday sunlight (its summer here in NZ). This is a good quality filter that does not degrade image quality. Also very easy to clean. I would recommend Tiffen to anyone who is looking for an affordable high quality filter.,"12 2, 2013",5.0,B00004ZC8Y,Affordable Qaulity Filter.,Brendon
"[0, 2]",1264291200,A1NHHTBP1AC6ZN,A circular polarizer is a must add to your kit to sharpen and contract outdoor photography.  It is easy to use and provides great contrast.,"01 24, 2010",5.0,B00004ZC8Y,Tiffen 77mm Circular Polarizer,Brian E. Page
"[1, 1]",1327363200,A3LFTQJAIVW1TH,Nice filter.. Isn't too extreme with effect but works great. I use it all the time. Just make sure you compensate for exposure.,"01 24, 2012",5.0,B00004ZC8Y,Works,BunnyBags
"[4, 4]",1226793600,A1GCL35MNEWIAY,"Bought this for my 18-55mm Nikon lens on my newly purchased D80 D-SLR.  Threaded onto the flange nicely and is low profile enough to not interfere with wide angle shots.  Element rotates smoothly but remains in place between shots and even during transport.  Great filter, great quality, very affordable.","11 16, 2008",5.0,B00004ZC8Y,Great Tiffen Consistency,"cadmonkey ""Greg"""
"[0, 0]",1392163200,A39X251TKM75TW,"Great machining, no internal reflection. If using with the X100s lens hood, buy the 58mm one, since you cannot put your thumb between the filter and the outer aluminum circle of the hood.","02 12, 2014",5.0,B00004ZC8Y,Buy with confidence,Canaan
"[0, 0]",1329091200,ATHLQ301TGDEO,"A must for sunny days and good value for the price, you could pay a lot more and that's ok if you camera is earning you cash. Budding photographers shouldn't be without at least this filter in their arsenal of photography gadgets and gismos.","02 13, 2012",4.0,B00004ZC8Y,Tiffen 58mm circular Pollarizer Glass filter,Canada401
"[1, 1]",1384992000,A9G357UOP6M9,"I've owned MANY lens filters throughout decades of shooting.This filter causes Odd Muddy-Mutated Tones..Very weird looking.You Get what you pay for.  I recommend, don't waste your money.","11 21, 2013",2.0,B00004ZC8Y,Weird Mutated Tones..,CanonUserVT
"[0, 0]",1399593600,A18C5QN2TNDL8T,"It's a nice, smooth-to-operate rotating filter and I'm pleased to leave it on my lens nearly all the time unless shooting a subject where it really isn't needed.","05 9, 2014",5.0,B00004ZC8Y,A fine filter,Carl
"[0, 0]",1372723200,A2CKVHP0NZIZEC,"The filter works great, no negative impact in my photos and they work great, totally reccomend it, Be careful with the installation.","07 2, 2013",5.0,B00004ZC8Y,Excellent value,Carlos
"[1, 1]",1400112000,A3H5KJ8E29HY1I,"The circular polarizer does a great job of bringing out the clouds in my landscapes, and getting rid od the reflections in water when you want to see into it.","05 15, 2014",5.0,B00004ZC8Y,Works Great.,Carolyn Dingus
"[0, 2]",1375228800,A3SW2K5LRWKV7E,one of three really great brands for a much more tollerable price.  adfsipj df ]d9ofibgv f9oi \s9oi sdf09gvi adfbk]r9 bi\a,"07 31, 2013",5.0,B00004ZC8Y,great filter,cary p dan
"[0, 0]",1372723200,A3263D7FBDJACU,"I've only used this once but liked it.  I'm upgrading soon and didn't want to invest in a pricey 67mm filter knowing I'd have to re-purchase when I get to upgrade :)Standard shipping was fine, it only took a few days.  Packaging was great!","07 2, 2013",4.0,B00004ZC8Y,Value for money!,Cass
"[0, 0]",1384128000,A4ZPR1AI15ZHM,"Great deal for the price. Only moves my f-stops a few ticks for the benefits of a polarizer. If you haven't used one of these before, you should try it. Make sure you choose the right mm size for your lens!  It screws onto the threads of your SLR lens, and can still rotate 360'. Rotating it will greatly reduce reflected glare (water, metal, glass) and it will make shots of sunlit blue skies much, much deeper blue. You can see this effect as you look through the viewfinder to tune the shot.","11 11, 2013",5.0,B00004ZC8Y,"A must for landscape photography to reduce reflected glare from water, metal, glass, and get deep blue skies.","Cat Doc ""Medicine Man, Handy Man"""
"[3, 5]",1270080000,A3QUDXLOJTKEP9,"The Panasonic Lumix FZ35 has a really nice Leica super-zoom lens that opens to very wide angle - great feature, very useful. When this filter is mounted on the lens (it screws onto the end) the four corners of the frame show the edges of the filter. All four corners are black. Once you zoom in a bit this goes away, but it's annoying. I don't know if this is a problem with the filter or the lens but I'm disappointed.","04 1, 2010",2.0,B00004ZC8Y,Not good on a Lumix FZ35,"C. BLANCHARD ""Desert Reader"""
"[1, 1]",1361404800,A2Q2GYTZXL0LZ,Have taken many pictures with the polarizer and the photographs have been excellent. You can certainly tell a difference in the color and clarity of the photographs. Very happy.,"02 21, 2013",5.0,B00004ZC8Y,Tiffen 77mm Circular Polarizer,Charles R. Mcintosh
"[0, 0]",1376265600,AVJ8P6E0W8I7B,"I have only used this for 3 days at the beach. I did a great job of cutting reflections and glare in the bright sunlight. Also, did a great job of deepening the blue sky.","08 12, 2013",4.0,B00004ZC8Y,Does exactly what I wanted it to,Charles R Murphy
"[0, 0]",1395964800,A1VGSAX78AJZZR,"This is the sort of gear you only notice when you don't have it, or it fails. I've had mine for a couple of weeks and it does the job. When I consider another filter, I'll gives these guys a look.","03 28, 2014",5.0,B00004ZC8Y,Does the Job,Charlie G
"[9, 10]",1266969600,AE47VC8XN6342,Photographers at any level know what a CPL filter is and what it does. I'm a fan of the Tiffen brand and have nothing but praise for their products. I know opinions vary but I am entitled to mine. I never hesitate to recommend Tiffen and I don't believe you can go wrong here.,"02 24, 2010",5.0,B00004ZC8Y,What Can I Say?,"Charlie ""Wildlife Photog"""
"[0, 0]",1384387200,A1H4IVXNXWWBLV,"I have issues with the budget Tiffen UV-filter not being multi-coated due to the potential for flare.  While this is not multi-coated, you are less likely to experience flare due to the types of scenes that you typically shoot with polarizers (not into the sun).  It does do a decent job of polarizing and while I would prefer a multicoated one, they are significantly more expensive (unlike multicoated UV filters).  This does the job and I am able to manage the flare, so I'll stick with this until I can afford a better one.","11 14, 2013",4.0,B00004ZC8Y,Good budget polarizer,"Chilehead Photography ""Captured Moments are t..."
"[0, 0]",1404432000,A1V0OL7WH5O72I,"It's not as good as BW or Hoya, but it gets the job done well.","07 4, 2014",4.0,B00004ZC8Y,Good filter.,Chris Burger
"[12, 13]",1289520000,A1NQGPH101NWF3,"I'm writing this review to encourage anyone considering the purchase of this filter, feel free to make the expense and get this filter.The quality of this filter is exceptional. I've read reviews by those who misused them.Please note, when you screw this on, do not turn the filter, i mean rotate the filter in the opposite direction of how you threaded it or you just may unscrew the filter and accidentally drop it. it has a good ability to cut down reflections on water and everything in your scene. If used correctly, you should see an immediate color boost if you turn the polarizer to the right position.for those who are first timers to a polarizer: this means that when you look through the viewfinder and turn the filter, the glare should disappear on the water, not entirely, but see an increase in color and watch the sky turn a deeper blue to know you have it dialed in correctly.I also own a .9 ND filter from Tiffen and am thoroughly convinced that Tiffen makes quality for people on a budget. they're not on the expensive side of the scale but in between inexpensive and expensive.","11 12, 2010",5.0,B00004ZC8Y,Great Filter for any photographer,"Christopher Jackson ""Action Jackson"""
"[0, 0]",1395100800,A3V1T6WFSPV9CG,I think a circular polarizer is a necessary piece of equipment for outdoors photography.  A circular polarizer is great for cutting glare and increasing the drama in a cloudy sky.This filter has not disappointed me.,"03 18, 2014",5.0,B00004ZC8Y,A must have,Cindi Burns
"[0, 0]",1388707200,A12NLJ3PWQC8T2,"Love the improvement I've gotten in my shots so far with this filter! Well worth the value, glad I picked this and the 58mm Tiffen UV filter up as well! Great products.","01 3, 2014",5.0,B00004ZC8Y,Best addition to my camera yet,CJ Postal
"[0, 0]",1392595200,A2B1BF9D8L2LSA,Works well with lens and canon 60d camera.  Good protection for lens.  Would recommend filter for any lens needed for your camera.,"02 17, 2014",5.0,B00004ZC8Y,Tiffen 82mm,Clint
"[1, 1]",1402704000,A12GKGLR2L4MZY,"I got this to do some video recording outdoors, specifically radio controlled air planes in the sky. This CP filter will darken the image, but not too much. Sometimes it's hard to get the polarization effect, but if you're perpendicular to the light source (sun), you can sometimes get the effect, which can make your video look nicer - especially clouds and water. The effect is subtle enough to appear real and still add to the overall image quality. The quality of the threads is great and the rotating ring is how a rotating ring should feel - not too tight, not too loose. This can also add a sort of protection to your lens glass; it's better to scratch a $15 filter than it is a many hundred dollar lens!","06 14, 2014",5.0,B00004ZC8Y,Cheap and high quality CP filter,Cody
"[0, 0]",1400544000,A1QPXODP6YNNF8,I'm still a working on my photography but I do think that this is a big help to get to the depths of water and for cutting down on sun glare.,"05 20, 2014",5.0,B00004ZC8Y,It works well,CO GIRL
"[2, 2]",1361491200,AZMEWIXITVZF8,"A polarizer can make the sky look richer or take glare out of reflections.  Wonderful.  Did learn something recently - use a polarizer on the end of the lens by itself.  Do not stack it on top of a UV protection filter.  You don't need 2 pieces of glass out there as you want to take pics as close to the original lens as possible.  Plus, the polarizer would stick to the UV filter and I had to use a lens wrench to get them apart.","02 22, 2013",5.0,B00004ZC8Y,Life is good with a polarizer,ColoradoKathleen
"[12, 15]",1272844800,ARFMNUYD4ZW8L,"I just received this filter and the first thing I noticed taking it out of the oversized shipping box was that the plastic case the filter came in was scuffed all over as if someone had rubbed it with sandpaper.  I didn't think it was a problem as long as the filter was ok.  Unfortunately, upon opening the unsealed case, I noticed that the lens was very dusty on both sides and there was a big fat thumb print right in the middle of the lens.I tried cleaning the filter with a lens cleaning cloth and it helped to remove the dust but I could not remove the thumb print completely.  I can't see the print anymore with the naked eye but when I blow on it, the steam makes it reappear until it evaporates.  I decided that it was probably not going to affect the pictures much since I couldn't see the print when it was dry.The performance of the lens is decent.  I can see the picture change on my viewfinder as I rotate the filter.  I do find that the rotating part is loose.  If the camera shakes or moves too much, the lens can rotate slightly on its own.  I wish there was a little more resistance to it but most people will try their best to take shots with a steady hand so it shouldn't be a problem.  The photos also come out a little darker than without the filter so I use it only in bright sunlight.I decided to keep the filter since it wasn't too expensive.  It was disappointing to receive a filter with the permanent thumbprint which could have come from the Tiffen factory or from amazon sending me a used items as new.  I've heard of others claiming to receive used items from amazon so I wouldn't be surprised.  You may end up receiving a new one but its no guarantee.","05 3, 2010",3.0,B00004ZC8Y,Received Used Filter?,Colts Fan
