reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A2G2OXC1G8SP16,B001KC08A4,"A. Inthisane ""i8fish""","[0, 0]",I&#8217;m so thrilled this remote worked.  I bought this remote to replace my $100 (Logitech 880) remote when the battery went bad.  This remote cost less than my old remote battery replacement so I figure why not.  My guest says it&#8217;s a whole lot user friendly then my old remote.  There is a lot of function and macro you can set on this remote so prepare to spend some time fine tuning it.  Once it is set you you&#8217;ll like it.  You can&#8217;t beat the price all the function you get with this remote.,5.0,Great value for the function.,1362873600,"03 10, 2013"
A7C85BP9H7UGE,B001KC08A4,"Ali ALJOHANI ""AMJ""","[0, 1]",I bought this remote for a friend.  he likes it. maybe someday I will get back and order one for me.,3.0,as described and ok,1385078400,"11 22, 2013"
A14MCAGSOXXVTE,B001KC08A4,A. Martin,"[0, 0]",This all in one remote works quite well for most applications and the bright back lighting really helps.The problem for me is that it does not work well for the primary purpose which I purchased it for which was my OnkyoReceiver. It will turn it on and off and the volume control works but it will not change the functions on the receiver or change the stations on the tuner.,3.0,Could be better,1353628800,"11 23, 2012"
A3VPKPTLLZNC6N,B001KC08A4,"Amazon Customer ""cyberbillp""","[0, 0]","This remote does everything. It auto-configs, it learns, it has macros, it's back-lit, it does everything.It's replacing a Harmony that I'm sick of dealing with, and the fact that it's only $20, simply blows my mind.So far there are no negatives I can think of.",5.0,Excellent - Get this,1358553600,"01 19, 2013"
A2HLMXUSTCSK8N,B001KC08A4,Amazon Customer,"[0, 0]","This is a high quality universal remote.  Codes work perfectly and function to the extent that the buttons match the original remote.  Unfortunately I was unable to get the remote to learn any functions.  I followed the instructions explicitly to no avail.  I do have experience with remote programing, having been a satellite dish technician.  I will call the company to see if they can assist. One tip that works when testing codes, you can use the volume toggles rather than the power switch, this helped me with a panasonic home theater system that had one code for power and another for volume. Somewhat disappointed as I was hoping to use this as an affordable universal remote in my business setting up systems. Certainly worth the money though.",4.0,Great Quality / Poor Learning Function,1384041600,"11 10, 2013"
A2QOJSWJUELCKK,B001KC08A4,Amazon Customer,"[0, 0]",This remote is the best remote you can ever use if you are not very tech savy.  Very easy to set up and you can use macro's to turn on more than one device.  The instructions are some what hard to understand but most should be able figure it out. The red light well it does the job for when you first use the remote but once you have it the buttons down you would use it much.Over all I am please with this remote and would buy it again.,5.0,Love this remote,1356566400,"12 27, 2012"
A2IFRL7G4Y1GHX,B001KC08A4,Amazon Customer,"[0, 0]","TV(RCA) function worked seamlessly, Blue-Ray(Magnavox) was a bit of a bugger it doesn't have much of a selection for pre-programmed in this department but was able to use a DVD code that worked under that brand, Stereo(Yamaha HTR-3065) kinda worked but not properly. That being said the learning part picked up and excelled in learning all the commands that I needed the remote to do. For the price and it being a learning remote I would definitely would recommend for not too complex of devices. My stereo was a bit of stretch but got the commands learned that made it a good functioning single remote.",4.0,Does it's job,1359676800,"02 1, 2013"
A16PTPOG2Z9HGG,B001KC08A4,Amazon Customer,"[0, 0]","Works just as advertised. I was surprised how well the learning function works. No online accounts to make, or email addresses to give to use this remote. Just put it in learning mode, point the remotes toward each other, push the button to be programmed on the Universal then the desired function to be mapped there on your old remote. Has a light function to use in the dark. Flawless!",5.0,Works,1301616000,"04 1, 2011"
A3XFNJ4OIAHVA,B001KC08A4,Amazon Customer,"[1, 1]",I bought one of these a few months ago and programmed it to operate five different components including a Roku. I was so pleased with it that I bought a second one for another room. It's a great value,5.0,Great Product,1339113600,"06 8, 2012"
A2EEG8X6D6078S,B001KC08A4,Amazon Customer,"[1, 1]","I purchased this remote as a backup for my Vizio XVT373SV, It works perfectly. The remote controls everything i have, My Pioneer DVD Player, MY Nfusion Sat Box, along with the Vizio TV. I was soo tired when i was programming this remote, at first it could only power off and on, and the other function weren't working but i searched the remote programs until i found the codes that had all the functions for all my devices perfectly, I dont even use the original remotes any more, all i can say is thanks for the company who makes this remote, and people its cheap. I cant wait to see the new model that comes out where hopefully they work on the ergonomics abit, but that the least, it functions very well, i wouldn't hesitate to buy another remote or the updated model to the Universal WR7.",5.0,Best Universal Remote,1312588800,"08 6, 2011"
A39O67WIS7DHPM,B001KC08A4,Amazon Customer,"[2, 2]","I have a Vizio blu-ray player with web apps that doesn't play well with the rest of my devices. Apparently, Vizio like to be the only brand in the house. I hated having to use multiple remotes to watch a show, so I tried a universal. I went through several, due to Vizio's stubbornness. There were NO usable codes out there that would make this Vizio work with a universal remote. So when I found the WR7, I was skeptical. But, I figured I'd give it a shot, since it said it had multiple ways to program in other devices. The auto method didn't work, the code method didn't work, but the learning method sure did. The WR7 has a larning method which allows you to simply put the infrared transmitter of the remote belonging to the device you want it to control. Then you start punching buttons and the WR7 &#34;learns&#34; everything the offending remote knows. My Vizio is now completely controlled by the WR7. And I have even been able to set up macros allowing me to touch one button and perform multiple operations in series. As for feel, it's not too bad. A bit of curve would be nice, but the balance and texture is good. The light is handy at night, and the couch function is a great battery saver. The range on it is impressive as well. I get about 20' out of it. The punch through option is also handy, since it makes it so I don't have to keep switching back and forth between modes. Overall five stars easy!",5.0,Just what I needed,1359590400,"01 31, 2013"
A2CJU8AB103V2V,B001KC08A4,Amazon Customer,"[2, 2]",some people hate trying to program remotes. if you can read and follow instructions AS THEY ARE WRITTEN this remote will make life a little more simple. multiple systems can be controlled by this meaning that multiple remotes can fill the junk drawer istead of the end table. buy one and enjoy. get one while you can because they have been discontinued.,5.0,simple solutions,1300838400,"03 23, 2011"
A32SDHG6VBJ505,B001KC08A4,Amazon Customer,"[4, 6]","The article below about this remote was first published in my blog at [...]:The picture on my new 40"" Samsung LCD HDTV is amazing, but the sound, not so much. So I plugged the audio output of the television into the auxilliary jack for my Bose Wave Radio. Much better! But then I encountered a new problem. When the TV audio is external, the TV remote can't control it. Luckily the radio has a remote (otherwise I'd have to walk across the room to mute the TV when the phone rings), but I'd rather have the TV volume on the same remote as the rest of the TV controls.First I tried to set the auxilliary button on my Time-Warner Cable remote to the Bose radio. The cable remote instructions list these codes for Bose audio equipment: 070, 170, 224, 374, 409, 460, 532. I tried them all, but none of them worked. So then I tried the scanning method, holding down the channel button until the radio turns off. But it never turned off.I did an internet search on controlling Bose devices with universal remotes and found a plethora of contradictory information, none of which solved my problem. So I called Bose customer support. Their products may be pricey, but they sure have good customer support. I got someone on the phone immediately, and he was knowledgeable. He explained the problem instantly and gave me the solution.And now I'm sharing it with you. Here is the missing piece of information that seems to exist no where else on the internet.YOU NEED A ""LEARNING"" REMOTEMany people think that the Bose codes don't work because Bose remotes use radio frequencies rather than infrared. But this is only true in their high-end home theatre equipment. The Bose Wave Radio remote does use infrared, but - and this is the missing piece - Bose did not set up codes for programming a universal remote. You can't find the right code because there is no code. To control a Bose device, you need a universal remote with ""learning"" capability. It has to be one of those remotes where you put the original remote nose-to-nose with the universal and ""teach"" the universal by pressing the corresponding buttons.You don't need a $200 Logitech Harmony remote to do this. I spent some time looking at the extremely complex manual for the Harmony and decided no way. I found another remote that is nearly a tenth the price and, in my opinion, far better: Universal Remote Control URC-WR7. I got it for $27 at Best Buy. Amazon is currently selling it for $21.44.It took just a minute to get it working with my Bose Wave Radio. Even better, I have it set up so the volume controls for my TV and Blu-ray both use the Bose device. You can't do that with any other universal remote. It's a feature they call ""punch through"", and it's fantastic. You can make functions from any device available from any component. A reviewer for the Sony Universal Remote complained that it switched to the TV component whenever you pressed the volume control, so beware of that one!Tip on using the learning function with the Bose remote: Holding down the volume Up or Down button is a different command than a single press of Up or Down. You need to program both into the universal remote.The URC-WR7 also has macro capability. I set it up so when I turn the TV on or off, the Bose Wave Radio turns on or off, too. There are other things you can do with the macros - I haven't finished exploring all the features.So no, you don't need a separate remote for volume if you use a Bose Wave Radio to output the audio for your TV. It's easier and cheaper than you think - you just need the right universal remote.",5.0,The PERFECT remote - control Bose equipment and more,1263600000,"01 16, 2010"
A2OXOQURBOSPF,B001KC08A4,"Amazon Customer ""Lincolnpark""","[0, 0]","I have purchased two universal remotes before (an early Philips Pronto years ago and a URC RFS200 more recently).  Both were powerful but complicated.  I realized that I didn't need to duplicate every function of every remote I had, but just something to automate the most common uses I had.  This remote is awesome for that.  If I want to turn everything on, I push the system on button, if I want to watch a DVD I push the DVD button, etc.  I was able to program each main job to one button so all the commonly-used controls are intuitive.  It is a bit tricky to do the basic setup (map the DVD controls to my DVD player, etc.) and I had to individually program a few buttons from my single remotes, but once I was done it all works.  I can finally use just one remote to do everything I need and the couple times I needed it to do something special, I was able to program that button to work.  And for $18, it is just an amazing value!",5.0,Almost perfect universal remote,1274227200,"05 19, 2010"
A3FVGIZ88FNGFI,B001KC08A4,"Amazon Reviewer ""Amazon Reviewer""","[3, 12]","This thing is the most un-ergonomic remote I've seen. Wow was I dumb buying this thing. Sometimes for no reason, it just quits working, a little later it starts working.After an hour or so I threw it in my junk drawer... back to shuffling remotes.",2.0,Very Uncomfortable to Hold,1293321600,"12 26, 2010"
A1WFU0M14Y9NPM,B001KC08A4,Anonymous,"[0, 0]","This remote is an incredible value at 20 bucks, and the brilliant feature is the ability to custom-program nearly every button.  It works on Tivo remotes, and is also a perfect way to mate your receiver volume with TV functions.",5.0,Fully customizable!,1360886400,"02 15, 2013"
A39CDIJQNPLA5W,B001KC08A4,anton2g,"[2, 2]","I got this remote in the mail and it took me about an hour to set up all three of my devices. My TV, my Roku, and my DVD player(which had no remote of its own). The auto scans did not work for me, but I have pretty odd devices I guess. What I really liked is that to set it up there are three different options, and you can use them together. You can do an auto scan, where the remote tries to figure it out itself, you can enter in some three digit codes from the back for the device you need, you can basically scroll through all the codes one by one to see if you can find one that works, or you can just manually program your new remote using your old dedicated remote.This last option worked great for my Roku. Since it is such a random new device and has odd buttons I was able to easily program it to map the keys how I wanted.I did a three digit code for my TV and that got almost all the keys, but I was able to also add the keys that did not get mapped and got to remap some of the keys I wanted to different locations. That was really nice and flexible.I was a little afraid with my DVD player because it has no remote of its own, but a three digit code got all the keys I needed.I love how there are 4 'random' buttons on the bottom of the remote to map for whatever you want. It is an easy to use remote, with decent size light up buttons.My only complaint is that the remote is kinda fatty and large, but still much better then having 3+ remotes to handle.I would really buy this remote again or recommend it to anyone else.",5.0,Great universal remote,1339632000,"06 14, 2012"
A2HYHT45PHNIIG,B001KC08A4,"Aramat ""Aramat""","[0, 0]","I bought this to control my Bose Wave, Roku and television.  The TV was a standard, and the remote learned enough to control the Bose and Roku.  I have been looking for one of these for years.  Teaching the remote the Bose & Roku functions was pretty straightforward, you just need to have the existing remote available.",5.0,Good Learning Remote,1355616000,"12 16, 2012"
A36IWN8Z8OS1J4,B001KC08A4,Archibald Tuttle,"[0, 0]","All and all pretty decent. The quick programming feature only worked with my Samsung LCD, and the default programming was awkward and incomplete, so after I had figured out the learning feature and programed my other components, I redid the TV more intuitively . The learning feature is a bit tricky to get started on, but once you know what you're doing it's a breeze. It only failed to learn 2 commands from my 5 remotes, so I would call it 95% win. The backlighting is great in the dark. I have read a lot of reviews complaining about the size, but I like the hugeness, it feels good and substantial in the hand. So far it's pretty durn good, but it has been in my hot little hand less than 24 hours, so if the thing explodes a day outside the return window I will update my review",4.0,This is my boomstick,1383350400,"11 2, 2013"
A3OHLW19AVULAR,B001KC08A4,ArtFirst,"[1, 1]","I got through to URC tech support right away twice today, and both techs were knowledgeable and friendly. Both independently confirmed that the WR7 will NOT work with the Roku 3...except for the exception...read on.Codes for the WR7 are hard-programmed into it at time of manufacture, and it cannot be updated. There are no Roku codes for the WR7.The WR7 is IR only. It can only emit IR, and it can only learn from other IR remotes.Some older Roku remotes emit IR so the WR7 can learn from them and work fine. HOWEVER, the new Roku 3 remote emits RF signals only, not IR. So the WR7 can't ""learn"" from it. Period. (To add to the confusion, the Roku 3 module itself can *receive* either IR or RF signals, but the provided remote only *emits* RF signals.)So if you have an old Roku remote lying around, you may be in luck. In my case, I'm SOL.That being said, I do like the WR7 a lot, and will likely keep it because it does work with our Vizio HDTV, TiVo, and Samsung sound bar. The macros work great to switch back and forth between various TV inputs and audio outputs with one touch.I want to reiterate a tip from a previous reviewer that really helped me: when programming macros, make the first step a ""pause,"" which will preserve the original function of the key unless you hold it down to initiate the macro.You can also use ""pause"" in macros as needed to give your equipment time to keep up with the steps. In my case my sound bar couldn't keep up with the five advances of mode in a row; programming a pause between each advance did the trick.One reason I chose this remote is the placement of the skip- button, which I successfully programmed to do the ""replay"" function of our TiVo remote, which we use a lot. Many other remotes do not have an intuitively placed button for replay function.This is my first universal remote so it did take a fair amount of time with the manual to figure out how to program it, but by evening I had some complicated macros working perfectly.When I first opened the package I was surprised at how big it is, but it is well laid out and feels comfortable in the hand. The light works great with the translucent silicone buttons. The light button also turns the light back off, so you can use it for just a sec to find what you're looking for.Overall I feel the WR7 is a great value for the money, especially if all your equipment is IR compatible. I wish they had clearly stated in the product description that it is incompatible with the Roku 3, since the Roku 3 is so popular now. I'm dinging it two stars only because I still have to use two remotes instead of ""one to rule them all"" as I had hoped for.",3.0,Can't learn from my Roku 3 remote,1374624000,"07 24, 2013"
A2MRUWYOJDIDRJ,B001KC08A4,Arthur,"[0, 0]","Just got the remote last night.  I bought the remote since we think our 14 month old threw away our DVD remote or at least put it in a place we haven't found it yet.  I must say that it was relatively easy to setup.  I used the Quick Set-Up Method function to setup my LG LED TV and Phillips DVD, which took less than 1 minute.  The only glitch was setting up the remote with my Toshiba Tivo DVR.  The Quick Set-Up Method didn't work or entering the ""001"" code, which was the only code available for the Tivo.  I tried the Auto-Search Method for about 5 minutes and that didn't work either.  Thankfully I had my Tivo remote and was able to use Learning Method, which worked perfectly.  I haven't tried to setup any other features on my remote or components.  Given the cost and functionality, I'm very happy with the remote. This remote blows away the last two universals that I bought, although they were only in the $10-$15 range so the WR7 didn't have to do too much more to be better than those two.Pros:CostQuick Set-Up Method & Learning Function was awesomeEasy to understand user guideNegatives:1st three methods didn't work forRemote is a bit thick",5.0,Excellent and cost effective remote,1345593600,"08 22, 2012"
A2F8ZNKN9K592G,B001KC08A4,"Ashton Pitts ""ashtonpitts""","[1, 1]","I have had many remotes.  My last three have been the Harmony Remotes.  This remote is not fancy, but it does what it says.  The quick start programing got my Samsung TV and Blu-Ray player on the first try.  My Verizon FIOS box simply needed the code inputed and then it worked.  My Apple TV also just took the code provided in the user manual.  I had 1-2 buttons that did not work as hoped with my Verizon DVR box, so I tried the ""learning"" function and presto, now that buttons works as well.  I found the instructions very easy to follow and set up was a breeze.  Here is the thing, if you have a VERY complex home theatre system with an amp, multiple sound field adjustments, input/output options, source functions,etc. then maybe the Harmony is for you.  If however, like most people I have found, you have a simple sound system like a Soundbar along with a TV, AppleTV, BlueRay Player and Cable/DVR box, this is all you need.  I also set up some advanced functions with this remote such as using my Sound bar to be the primary sound for ALL components regardless of the device used so sound on say the DVD device always defaulted to sound control of my soundbar.  Yes, it even has these advance functions to set up and I follwed the provided instructions, very easy to set up.  With my Harmony remote I had a ton of problems with other folks using the buttons on the Harmony remote.  It took so long for it to run through it's sequences and the buttons were small.  While I could always get my Harmony to work everyone always asked me how to use it, which after several years I finally realized it obviously is not that user friend.  This remote runs quickly and the buttons are very large and easy to use.  Anyone who comes to our house is now able to simply pick up this remote and use it.  It does exactly what is says.  Happiest I have been with a universal remote in years.",5.0,Simply Works,1356566400,"12 27, 2012"
AD0PFMS0VM9IQ,B001KC08A4,"atl2rva ""Paul W""","[0, 0]","Very happy with this remote. In about 10 minutes of opening the package I already had this remote set up to control my tv, sound bar/sub, and modded xbox(XBMC). The feature to be able to copy a remote signal from any other remote made it extremely easy to customize the layout.",5.0,Awesome universal remote,1325548800,"01 3, 2012"
A31P98LCAYNPZS,B001KC08A4,Avid Techie,"[4, 4]","EDIT 7/15/2013: WARRANTY WARNING! I've had 3 of these remotes for about 8 months.  1 stopped working so I called the manufacturer for a replacement.  At first they refused to honor the warranty claiming ""Amazon is not an authorized seller of this product"". I challenged them since they actually link to Amazon on their site for purchase of this product.  They capitulated but require me to pay to ship the defective unit back (over half the cost of buying a new one!!!).  This has been a huge hassle.  I will NOT buy anything made by this company again.Pros* The setup manual is decent (much better than the 1 pagers most universal remotes come with)* There are 4 ways to program the remote:1. ""quick setup"" which auto programmed the control for all the main stream devices I tried in a few seconds with no other knowledge;2. ""auto find"" which sequentially tries all built in programs (took longer than 1, about 2-3 minutes in some cases to find the right codes);3. ""manual code entry"" - basically you look up your equipment by manufacturer and try various codes for it4. ""learning mode"" - lets you ""copy"" other remotes by pointing the other remote at the URC remote and it will learn the code (great for older devices or less common devices that are not supported by most universal remotes)* Doesn't lose your settings when you change batteries (supposedly you can leave the batteries out for months and it will be fine)* Supports ""macros"" (the ability to program a button to send multiple signals such as turn on 2 devices at the same time)* Lighted buttons (also a con below)Cons* The red button light is pretty harsh in my opinion.  I would have preferred a soft blue or green backlight.* Deleting some of the advanced key options (such as multi-device on/off) didn't work for me; I had to reset the unit to factory defaults and start over which was inconvenient.* The remote is fairly large.* There are a couple of missing common keys such as a ""my dvr"" button (to replace the Tivo, Recorded Programs, etc from DVR remotes) and ""sleep"" button.  There are 4 generic keys at the bottom that can be used so this is not a show stopper but for people not familiar with your remote it will not be intuitive.I'm using this remote to control the following units:- Toshiba 55"" LED LCD TV (""#4"" in quick setup)- Charter Communications DVR (made by Motorola - 074 device code)- Onkyo receiver/amplifier (had manually program using the ""learning mode"" as none of the Onkyo codes worked)- Patriot Box Office Core media streamer (also had to manually program)It controls all of them flawlessly.  Total setup time (including starting over with a factory reset) was about 20 minutes.I've purchased 2 more of these for my parents and in-laws to consolidate their remotes.",1.0,For $25 you can't beat this remote - or maybe you can,1352937600,"11 15, 2012"
A5TRF9PS6C27N,B001KC08A4,Avinash Arora,"[0, 0]","I figured for $17, it's gotta be worth a shot. UNBELIEVABLE. No exaggeration: I had my TV, receiver, and FiOS cable box all programmed in 12 minutes.Add another 15 for setting up all the punch throughs, and it's GLORIOUS.One remote, and I don't have to press any &#34;input&#34; buttons, or toggle switches, nothing! I hit volume up, it sends the signal to my receiver, channel up, signal goes to my cable box, power on, goes to my TV. No selecting the device beforehand, SO much less thinking.And for the price? Unbelievable steal.Also, the back light is the perfect amount of brightness, not blinding when the lights are out and still visible during the day.",5.0,"I wanted a Logitech Harmony, and I'm SO glad I got this instead",1356480000,"12 26, 2012"
A2315F2F0V99I0,B001KC08A4,babygorilla,"[0, 0]","Item arrived on time and as pictured. Price was reasonable. Works okay, sometime the volume override needs to be programmed for strange reason. Easily corrected but a PITA. Seller was prompt.",5.0,"Quirky remote, but better than what I had",1381017600,"10 6, 2013"
A93BG7AS47UEX,B001KC08A4,basescu,"[1, 1]","cheap and it works... easy to setup using various modes, easy to use for normal tasks... I go back to &#34;original&#34; remotes for advanced features but this is what I expected.",5.0,"awesome for ""normal"" usage",1365206400,"04 6, 2013"
A3B3DPD8GHIN0B,B001KC08A4,B. Austin,"[0, 0]","I needed an universal remote that worked on both my U-Verse and our Roku. We have a lower end Logitech Harmony, but my wife hates it, so I was hoping this would be a bit easier for her to use.It's okay. The controls are reasonably laid out and there are decent options to learn controls from other remotes. My one unforgivable grip is the lousy location of the backlight button. Would it have been that difficult to put it maybe on the side of the remote? Or anywhere your fingers might naturally be near?Otherwise, it's okay. My wife still won't use it though.",3.0,"Could be better, I guess",1400457600,"05 19, 2014"
A3T6472ESEV6UD,B001KC08A4,"BdotA ""Bobby A""","[1, 1]","This remote is an absolute steal at this price range. After searching endlessly, I finally found a remote that works my target-purchased LCD. I have been using this remote for over a year now, and am VERY happy with it. It is very easy to use, and syncs with every single product i've needed to sync it to. Could not be happier.",5.0,Awesome Remote - Great Value - Works with my off-brand Target LCD!,1387065600,"12 15, 2013"
A1SAUSR3K0E49P,B001KC08A4,bebo,"[0, 2]",Sence i got it i tryed it 1 time &.now it is just sitting there so i can't rate  it a 5.the lights on it is nice.,4.0,Didn't use it yet,1372982400,"07 5, 2013"
A2FKXETTZ3UJI7,B001KC08A4,Bennomoehlman,"[0, 0]","I've had this remote for the last year and a half. I did extensive research and even purchased what seemed to be the equivalent remote from Logitech (Harmony 300). Both were very good for the price. I picked the URC for a number of reasons, because it could control more devices and I found the programming of macros to be much more flexible.I am very, very happy with this remote. It is not simple to get setup and programming macros nearly always takes several attempts, but the complexity also offers customizability. This remote has been able to learn every remote I have and currently controls a projector, receiver, DVR, HDMI switcher and Blu-ray player. I love it!",5.0,A very good remote with lots of flexibility.,1386288000,"12 6, 2013"
A2K58KKFDDHXIN,B001KC08A4,BIG PAPA,"[0, 0]","This unit was perfect for the old univeral remotes we had. They are super easy to program even for those they do not have codes for using the learn procedures. I would highly recommend this for anyone needing to replace their old remotes, or combine your 4 - 6 remotes into one! Highly recommend this unit.",5.0,Perfect replacement unit,1372636800,"07 1, 2013"
A3V0LNDXDIY1TP,B001KC08A4,Bill W.,"[2, 2]","Generally happy with product which I bought to replace another universal remote whose keypad wore out.  However, the old universal had more programming capability than the URC WR7.  The 4 colored favorites buttons don't function individually for each component, so the unit has limited capability for special functions by component.  Most complex macros are linked to power on, system off and component buttons, but I don't use or need the capability to power on multiple components at one time--would be useful if one needed to power on TV, cable box and audio system with one button.  The number of programmed buttons is limited to 80 across all components, which I got clarified by technical support because the manual's statement of ""80 buttons for ANY component"" is misleading.Unit does a good job of activating components at long range, and seems to work reliably, but I had hoped for more programming capability and individual buttons for components.",4.0,URC WR7 Universal Remote Review,1336780800,"05 12, 2012"
A11TJ0KCLMRESJ,B001KC08A4,BjaminNYC,"[0, 0]","Build quality feels far superior than I expected.Fios DVR, Pioneer Receiver, and LG TV all worked flawlessly with supplied codes.HTPC - had to use the learning method due to an off brand IR receiver/remote I was previously usingCeiling Fan - used learning mode to control via the aux component button and arrow keysDigital pic frames - used learning mode to control via the aux component button and number padSub - used learning mode to control via the aux component button and play,stop, ff,rw buttonsThe learning mode is actually quite a bit easier than I anticipated and really does give the remote a lot of flexibility.Just sent another one to my father as a gift due to my experience.  I own more expensive universals LH880 and this things feels far more durable and gets the job done not much differently.",5.0,Great deal,1395014400,"03 17, 2014"
