reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A32TJ56B4G2HZ8,B000BTL0OA,Amazon Customer,"[0, 0]","I love that I'm able to have both a wired ethernet connection for my desktop and access to wifi for my wireless devices, including iPhone, iPad, and wireless-enabled printers. The instructions for setup on a Mac was non-existent. Thankfully, the linksys support website provided detailed instructions for setting up a secure, wireless connection. By default, if you just leave it as factory default, anyone can log on to your internet. Also I had to restart my Mac as well as unplug the cable modem and this router in order to get a connection. Thanks Linksys, for a good support site.",4.0,Works as described but confusing setup instructions on a Mac,1334880000,"04 20, 2012"
AAAETID0EK92P,B000BTL0OA,Amazon Customer,"[0, 0]","You can run it as it comes out of the box, or upgrade the firmware to on open source alternative.",5.0,Versatile,1231977600,"01 15, 2009"
A14NIA30HFV68D,B000BTL0OA,Amazon Customer,"[1, 1]",I've owned several of these units. As a wireless systems technician I've used these for small networking/office applications. They function well and are great for the price. There are better...there are worse...but these are reliable units and the customer service is generally wonderful,4.0,It is what it is,1312588800,"08 6, 2011"
A5HSIW7G91T2K,B000BTL0OA,Amazon Customer,"[1, 1]","Out of the box, never touched a thing and Presto! instant wifi! Lots of security options and of course Linux!",5.0,"Simple to install, typical flawless Cisco performance.",1171152000,"02 11, 2007"
A36F231OIEQ6YA,B000BTL0OA,Amazon Customer,"[1, 5]",I still have not been able to get this product to work and have been unable to reach a live person for help after a month.,2.0,Should be simple to install wasn't,1240704000,"04 26, 2009"
A15FYCTHZ05X63,B000BTL0OA,Amazon Customer,"[2, 2]","This is the only kind of Router I ever buy.  They always work.  When I buy another router for some reason or other...I give my old one away...but in a couple of months I get another Lynksys.It's fast, stable, and never lets me down.  Unlike a couple of my X wives.Jim",5.0,Yawn...Lynksys WRT54GL Wireless-G,1376265600,"08 12, 2013"
A1D8HBCA90KV0,B000BTL0OA,Amazon Customer,"[2, 2]","This is the router to own. It's factory firmware is fine, but flashing ww-drt makes this router outshine routers costing much more. A great router. I have ordered several of these for my office. I've also installed them for friends and neighbors.I can't say enough good things about this router. In a day of high prices and poor quality, the wrt54gL is a breath of fresh air on both counts.",5.0,"Time proven, excellent service, great price. A classic!",1402012800,"06 6, 2014"
A1BAEN0F29OYPB,B000BTL0OA,Amazon Customer,"[2, 2]","We purchased this router to replace a 10+/- year old router that would randomly disconnect. It was pretty irritating to have to go unplug the router and plug it back in several times a day (even the wired network would go down), so we bought this unit.Setting it up was very easy, just make sure that you go exactly according to the directions on the set up wizard. I plugged the modem in but it wasn't ""on"" so I had to go back and start over. Even starting over it only took me a few minutes.After setting up the unit there have been no issues, even following a power outage. We've only had it for a few days but if anything comes up I will add.The reason why this got four stars instead of five is because of the aesthetics of the unit. The antennae stick out of the back at least two inches, and the unit is an inch wider than our previous unit. We don't have a lot of desk space and I had to rearrange just so the unit had a place to sit without hanging off of anything. That is - so far - the ONLY thing I don't like.",4.0,Great for the price,1309996800,"07 7, 2011"
AJZ99WN5R9J9J,B000BTL0OA,Amazon Customer,"[6, 7]","This is my second WRT54GL and it was an easy buy after my positive experiences with the first one.  The original was flashed with DD-WRT v23 and it has been up and running without fail for over a year and a half (just upgraded it to v24 with no problems). Even if you're not into changing the firmware don't bother with the included software as it's garbage.  Instead, hook your computer up with the included lan cable, type 192.168.1.1 and configure the router appropriately.As other reviewers have stated DD-WRT and other third party firmware add greater functionality to the router and are highly recommended. Do a google search ""for how to flash the wrtgl with dd-wrt firmware"" and you'll find a great visual guide for flashing the router at M&L; Adventures. IMPORTANT - make sure you use the micro or mini version of DD-WRT the first time you flash it as the latest linksys firmware does not allow flashes over 3MB.  Once you've flashed the router with the mini DD-WRT then you can apply the regular flash DD-WRT v24(5/24/08) std.  If you apply the standard without first applying the micro/mini you'll brick the router (I did it twice before figuring out the sequence). You can recover the router but it's a pain. Download latest linksys firmware and get tftp2.exe (google it) to load original firmware back onto router.I am using my second router as a repeater bridge (DD-WRT functionality) to extend the range of my wireless network.  Can't stand having a PS3 with limited connectivity.  I am now able to effectively stream Netflix and Hulu to my PS3 using Playon server software. Yeah.Overall, this is a rugged dependable router that is inexpensive and supported by free third party firmware that further enhances its capabilities.",5.0,The Little Box That Can,1228694400,"12 8, 2008"
A3G5MOHY1U635N,B000BTL0OA,"A-mazon Customer ""SPB-RU""","[0, 0]","This is an older but tried Linksys router model and it works well.  It allows users to install their own software (DD-WRT), but I use it as is and it works fine.",5.0,One of the better routers,1277683200,"06 28, 2010"
A9I20ODAD5RGC,B000BTL0OA,Amdz13,"[0, 0]","Good wireless signal , easy set up and operation software. Can't beat it for the money. Highly recommend it. Buy it now !!!",5.0,Wireless network,1385164800,"11 23, 2013"
A3FEGTOLCWXSV4,B000BTL0OA,Ammy_Evaluator,"[0, 0]","I just got this recently when my older router died, and wow!I had it up and running, wireless WPA2-Personal with all my computers connected in well under an hour. (I'm learning that it's hard to overstate the need to recycle/reboot units when working with networking products.)The number of rave reviews on this item say it all - but it really is a solid little unit, and I wanted to add my voice to the chorus. The unit feels well built, and even the solid colors inspire confidence :)I have no plans to use non-Linksys firmware, but its nice to know that I have that option.Happy Networking!",5.0,Works great!,1247875200,"07 18, 2009"
A3CK1320U1DJ4N,B000BTL0OA,Amur,"[2, 2]","I have 2 SMC wireless router, 22G and 54G. They were fine when I used them in a apartment. However, after I moved to a house. The signal is very bad. Besides, I have VOIP from sunrocket. The delay is very bad when I connect the VOIP router to the SMC router.After I bought this Linksys router, both of the problem went away. The signal is always excellent or good in the house. The VOIP is very stable.I would recommend this router if anyone is in the smiliar situation.",5.0,Solid,1153785600,"07 25, 2006"
A2W7RT3GSVCVJU,B000BTL0OA,Amuro,"[0, 0]","Pros: It's everything you want. Very very stable router. Unpacked, installed dd-wrt from the get-go. I now own three of these routers in different households.Cons: Nothing much...Other thoughts: While my ontrac box came intact, the router box itself was damaged in a corner. The router itself had a strange smudge of dust on the bottom of it. Maybe it was refurbished and packaged as new?Amazon's shipping is amazing! Did 2 day and it came in 12 hours!",5.0,Great router for custom firmware!,1283990400,"09 9, 2010"
A38CX19MSIGTNW,B000BTL0OA,Andrew,"[0, 0]","I've been using this cool little router for nearly 3 years now, with no problems. I am sharing my internet connection with 2 other people. WRT54GL supports custom Linux-based firmware, which is the best thing about this gadget.My favorite firmware is Tomato due to its ease-of-use and the best QoS of all I've tried. I also tested DD-WRT but its QoS is lacking and the interface is ugly and frustrating to use (it restarts your router to save every little change you make to the options, imagine that!).With this router + Tomato QoS I am sharing my 4 mbps connection and we can game or use Skype or browse the net with no lag at all, even if other people are downloading big files or torrenting. It's really a lifesaver :)While I'm perfectly happy with it, do note that owners of fast internet connections will want to get something else! Even with slight overclocking and Tomato firmware, the most this router will support is a bit over 20 mbps.",5.0,Great router for installing custom firmware,1283644800,"09 5, 2010"
A1CUDPPGBDI1S7,B000BTL0OA,a New Yorker,"[0, 0]","I have a MacBook; our house had a wired router for our cable modem.  I got an iPad with wifi only and realized I'd have to get a wireless router.  I considered an Apple Airport Extreme but the price was very daunting - $170.00!  Since our wired router was a Linksys, I did a search for their wireless options.  And I found this one.  The reviews were very positive, so I ordered it.The set-up CD didn't work on my MacBook.  Luckily we still have an PC in the basement, so I hooked it up and used it to run the CD.  All the instructions, including naming the new network, setting the password, etc., were very easy to follow.The modem and the router are in the basement and we live on the first floor.  The signal is strong and consistent.  I highly recommend this model.",5.0,Buy this one!,1333756800,"04 7, 2012"
AHEKPEVHMY9T0,B000BTL0OA,annie,"[1, 1]","I just replaced my older Linksys 54G with this upgrade, and it great! I think I had my older one for at least 10 years and it was still kicking, but liked to drop the connection every so often. It was constantly disconnecting our PS3 and other wifi devices. Even when I plugged the ethernet cord into the PS3, it still dropped the connection at least once a day.I tried some fancy stylistic type routers and kind of had a hard time connecting and setting up the security. So I went old school and upgraded with the familiar, albeit bulky Linksys, it's perfect! We've been using it for about a month now and not once has the wifi or ethernet cord dropped. The signal is strong, and we have no problem using our devices all over the house, we have upwards of 7+ devices connected (via wifi) pretty much all the time and we have no problems with dragging or buffering.I did an internet search to set the security features on this router and I found a youtube vid by some guy who did a step-by-step to set a router key and password, I really love when people take the time to do that. This is a trusty old bus of a router and it works well, I recommend it.",5.0,They don't make 'em like they used to,1381276800,"10 9, 2013"
A1BZHVUHARTXS6,B000BTL0OA,"Annie Roberts ""Small Business Advisor""","[0, 0]","Got this for a four person office, all machines running XP - I used the disk that came with it and followed the directions exactly and it worked perfectly right from the very start. Have had it operating a month now and am very satisfied with the range (even through multiple walls) and the stability - I don't believe it has lost connection once. Easy set-up, fast and reliable - what more could you ask? This is a good deal.I do plan to use the open source DD-WRT software but have not gotten around to installing it yet.",5.0,set-up was simple - works perfectly,1185580800,"07 28, 2007"
A20MM8065EOMWP,B000BTL0OA,Anon220,"[0, 0]",Just lost one of these to a vicious lightning hit. Immediately ordered identical replacement. Linksys is easy to install and setup. Telephone support is excellent.,5.0,Reliable,1370217600,"06 3, 2013"
A2RP6MW2PVZO8D,B000BTL0OA,Anthie,"[0, 0]","The router works fine and worths its money. It had a relatively difficult setup, especially because it comes with a cd for setting up and my laptop does not support it, so we had to fix it manually. After that it works fine, although it almost halves my wired internet ethernet connection speed. It's a very good choice if you want to convert wired ethernet to wireless.",4.0,good choice,1353283200,"11 19, 2012"
A2WW4C54W1M10Q,B000BTL0OA,"anymouse ""S""","[0, 0]","These are bullet proof, I wasted tens of dollars on crappy d-link gear only to have it malfunction or fail completely. I wish I had gone with Linksys from the beginning, all the frustration and wasted time with tech support... all the times I came home to find my network abandoned and the modem plugged straight into one computer. Anyway I own 2 of these and would recommend them to anyone who is building a home network or replacing some crummy hardware that never worked right. Works well with XBOX live and Sony Online",4.0,Get one or two,1367884800,"05 7, 2013"
A2L73KNIMIF3TY,B000BTL0OA,AP,"[3, 3]","I have used this device for years and I have installed it for many of my friends. Recently I decided to upgrade it to the latest Linksys EA3500 / N750 which I have using for about 1 full month and finally after at least 2 phone calls with Linksys Tech Support, hours trying to make it work the way I wanted it, it went back to Amazon, and instead I purchase the Cisco-Linksys WRT54GL.If you want to know why I returned the Linksys EA3500 / N750 please my review: Linksys EA3500 / N750.Besides the N speed, really the Cisco-Linksys WRT54GL is still a lot cheaper, and a more flexible and the best, it doesn&#8217;t require Cisco to know what your username and password are (yes, if you  buy the Linksys EA3500 / N750 or any of the new ones, you must create an account with Cisco and provide them with your router&#8217;s username and password).Among other reasons and as a parent, keeping my kids Internet browsing habits under control is important and the Cisco-Linksys WRT54GL has every feature I may need whereas the Linksys EA3500 / N750 doesn&#8217;t. I&#8217;m not sure why Linksys/Cisco trimmed so severely parental controls from the Linksys EA3500 / N750, considering these are SOHO devices. This in summary the parental control differences between the two:WRT54GL (Old):1. 10 Internet Policy Access2. Ability to enable and disable each one of them3. You can add or remove PCs to each one of these policies, maximum flexibility.4. Option to configure every day or specific days per policy.5. Option to configure times per policy.6. Option to block services: DNS, ping, HTTP, HTTPS, FTP, POP3, IMAP, etc. per policy!7. Option to define non-standard ports, per policy.8. Web site blocking by URL per policy9. Web site blocking by keyword per policy.EA3500 (this new Linksys device):1. 1 list of target devices (you can add or remove).2. Time: You can choose the time of the day these computers will have or not access to internet.3. Block specific sites: You can add a list of URLs you want to block.But anyway, I received the new Cisco-Linksys WRT54GL, and it is working flawlessly as always. In fact I have a network at home of 3 of them, all broadcasting the same SSID so my devices can connect automatically to the closest one. If you are interested in creating the same type of network, feel free to drop me a line.I have seen some reviews of customers complaining that is difficult to configure. That cannot be more wrong. Below is the standard configuration using WPA2 Personal. Don&#8217;t use WPA because is easy to hack.Setup, Basic Setup- Internet connection type: DHCP- Router Name: YourName- Hostname: YourName- Local IP Address: 192.168.1.1- DHCP Server: Enabled- Starting IP Address: 192.168.0.100- Maximum Number of DHCP Users: 15- Time zone: Choose your time zone.Wireless, Basic Wireless Settings:- Wireless Network Mode: Mixed- Wireless Network Name (SSIS): YourName-WiFi- Wireless Channel: Choose any channel here.- Wireless SSID Broadcast: EnableWireless, Wireless Security:- Security Mode: WPA2 Personal- WPA Algorithms: TKIP+AES- WPA Shared Key: AnyPasswordYouWant &#61672; Keep this in mind, this password will have to be provided to any computer accessing your WiFi network.- Group Key Renewal: 3600Administration, Management:- Router Password: AnyPasswordYouWant- Re-Enter to Confirm: Repeat the password above here.That&#8217;s it.In summary, the WRT54GL is still a better router, more flexible, with better parental controls and a lot more affordable than any of the new Linksys SMART Wi-Fi routers.",5.0,Better and more cost effective than any of the Linksys EAxxxx routers,1365120000,"04 5, 2013"
A22W6XTBU8S6XA,B000BTL0OA,ART005,"[0, 0]","The Linksys WRE54G Range Extender does not have removeable/replaceable antennae, has only one antennae, almost no setup options, only works in WDS mode instead of repeater mode.  Likely not compatible with some other major name routers.dd-wrt V24 firmware plus the Linksys WRT54GL and any antennae upgrade you want, addresses all the short comings of the WRE54G for less money including cost of moderate antennae upgrade.The WRT54GL package excels in price, performance, flexibility and probably stability.  A winner in every way. 5 stars.",5.0,compatible with 3rd party firmware for great improvements,1214611200,"06 28, 2008"
A3D41ZJ56Y01E8,B000BTL0OA,"Arun Parameswaran ""Drun""","[0, 0]",Am happy with the performance of this router so far.  Have not had any issues.,4.0,A good wireless router,1264896000,"01 31, 2010"
A38X9XX2ZRR0ON,B000BTL0OA,AS,"[5, 7]","Well I thought I comented on this before but thought to share some important points especially for other users to keep in mind as far as any issues that may come up as I have had no problems what so ever, work strieght out the box.First its not a short story but this is an excellent summary of the product line for consideration... [...]Next is wkipedia which will summarize the above, but if you do not have the finer detail knowledge of the above article, then this summary will be less value... [...]The important point when thinking about buying this product which seems to be a coin toss as far as reliability is to consider the fact out of the box everyone has DIFFERENT hardware versions as well as software versions, the confusing nature is that these TWO different aspects are both referred to as FIRMWARE.Quick note there are now 7 different ""hardware"" versions for the ""G"" model. ""GL"" version came out after G version 5 so as to continue Linux support, ""GL"" vesion has 2 version, ""GL"" has more memory. I have ""G"" version 6, and have no issues, I did not even bother preloading the software. I jave no idea what is on it, just do not like junking up the PC with needless stuff, as you have full access via web browser anyways, anyone that has tinkered with any router knows how to configure. I do admit there are ALOT of features with stock ""software"".Anyways, I feel for those that have issues, I know of someone that also has quirks. But just FYI, compare apples to apples, version 6 works just fine for me, I have a wireless Powerbook G4, wired PC, wired Epson print server printer. No drop connections, and full broadband speed.Lastly, again a quick summerization, for those wondering about the GL model, here is the deal, the WRT54G is the original model, it WAS originaly Linux base, but eventually Linksys stopped and changed that with version 5 to VxWorks (propritary). Linksys also at that time designated the GL model to continue with the Linux fans. The bottom line is both G and GL version can be flashed to any thrid party to become a super freak router. One difference between the two is that the GL version DOES have increased MEMORY.",5.0,What version do you have?,1167868800,"01 4, 2007"
A5PCQZSB2KW0B,B000BTL0OA,"Ashwin Balasubramanian ""Ashwin Bala""","[0, 0]","Hands down this is the best and the most reliable router out there you could find. I have tried several routers in the past, and they all had some problems or difficulties in using them. But this is by far the best and has a stable wireless signal which has a very wide range.",5.0,Best router out there!,1239062400,"04 7, 2009"
A1Z86XKXFN9YX,B000BTL0OA,Avante_Guarde,"[1, 1]","This is a very inexpensive router that is essentially a tank.  It can do more than its out of the box functions if you load 3rd party firmware such as Tomato, DD-WRT, or similar open source firmware.  Doing so unlocks features such as antenna strength, hotspot in a box, and openvpn functions.From personal experience,  if you are going to use a different AC adapter (HIGHLY UNRECOMMENDED) check the voltage and amperage.  Failure to do so will result in fire.Have been using the WRT54-G and WRT54-GL for the past decade or so.  They stack nicely and are simple to maintain.  The only limitations now adays regarding this router is that it is only 8mb RAM and limited to 802.11B and 802.11G supported speeds.  In a world that is dominated by 802.11N and soon 802.11AC, this router will soon be coming to the end of its useful life.",5.0,The little router that could.,1388534400,"01 1, 2014"
