reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A3SDGWBQ9A42DD,B000I68BD4,AEB,"[0, 0]","With 3 dogs and  a 13 year-old human child, it can get pretty loud around here.These ear buds are comfortable, block outside noise and seem well made.",5.0,happy,1402963200,"06 17, 2014"
A97S7LGGXXX44,B000I68BD4,Afobos,"[0, 0]","They sounded pretty good at the beginning but it wasn't long before that changed.  The sound quality started going fast, and the cheap construction showed up in the fact that they started to literally fall apart.  I wasn't abusing them or overworking them or anythiing and I believe they should have stood up better than they did.  I wouldn't waste my money on them.  There are better buds out there.",2.0,Didn't last long.,1331424000,"03 11, 2012"
AJO7GBIMR8NP5,B000I68BD4,"A. F. Phillips ""Blue6""","[0, 0]",Took these on a plane trip to Washington DC. These work so well at reducing the outside noise that I couldn't even hear the planes engine. Excellent item for the money.,4.0,Great Earbuds for the money,1261612800,"12 24, 2009"
A17ED9J0J0UJ9G,B000I68BD4,"A. Gehlke ""Cat Mom""","[0, 0]","I bought this almost two years ago to use with my laptop computer.  I use it to watch movies online, youtube videos, etc. and it's worked great.  The sound quality works for my uses and I have had no problems with the unit.  I have a small 2"" round case that I use to store the buds in a coil so it doesn't get tangled or mangled.  I'd purchase it again if I ever have the need for another earbud.",4.0,Two years and still working great!,1303516800,"04 23, 2011"
A2MJ7HB0GY691J,B000I68BD4,"A happy user ""Vlad""","[0, 0]","I was looking for a replacement of my Sony ear buds. I ran into good reviews of JBuds and decided to give it a try. It was very disappointed to find out that JBuds didn't have bass at all, it was like listening to the phone. High frequency were fine, the buds fit into ears OK. I tried to lie on the pillow with ear buds in, but it was not comfortable. If you like to listen to music, stick to Sony, for about the same money their buds are much better.",2.0,I was deceived by good reviews,1316822400,"09 24, 2011"
A3O6FYC0XAMHWT,B000I68BD4,"Ahmed Fayaz ""grapheus""","[0, 0]",Very ergonomic and fits well in the ear. The low and high sounds are great. I would recommend this for anyone looking for a cheaper alternative.,5.0,Great headphones for the price!,1369612800,"05 27, 2013"
A5CW0VM4VRNA8,B000I68BD4,Ahmed M. Osama,"[0, 0]","These earbuds are simply made for comfort. If you listen to audio for a long period of time using earbuds, then you know how uncomfortable regular ones feel after just 30 mins, or even less sometimes. That's not an issue with these though.They fit well into the ear, sometimes you have to push it in a bit to fit, but even so, They're still very comfortable.They sound good, not the same as some of the more expensive, or well-known brands, but still, they're better than the stock earbuds you get with MP3 players for sure.The cord length is good enough for MP3 player use, but not for computer use.They come with replacements for the soft parts on them.Finally, they're very cheap for the comfort they provide. Considering the regular earbuds hurt my ear so much, and so quickly, i'm loving these.",4.0,"Very comfortable, noice reducing, good sound, and cheap.",1266451200,"02 18, 2010"
A2AAO9INNCBP15,B000I68BD4,Alabuc,"[1, 1]","These earbuds have very poor bass and poor sensitivity.  Overall tone is flat and tinny, and these earbuds have to be played at high volume levels.  If you want cheap, go to Big Lots and pay $2.  If you want decent tone at a reasonable price, buy Sony MDR-EX36 series earbuds.  Don't bother buying these.",1.0,Very Poor Sound Quality,1318377600,"10 12, 2011"
A1TUSM54LFIKEV,B000I68BD4,"Alan in Hawaii ""Alan""","[0, 0]","These are the greatest ear buds!  I first bought them because I was looking for something comfortable to replace the horribly uncomfortable ear buds that seem to come with all MP3 players, such as the Sandisk Sansa which I bought.  (You'd think by now the MP3 manufactureres would get it).  Well, from the moment I first put them in my ears, I knew they were great.  I've now used them all around, including some major traveling, hiking, etc, and they've held up great.  They SOUND great, they FEEL great, and they come at a great price!",5.0,I love these!,1190937600,"09 28, 2007"
AIPZ2355QWR8J,B000I68BD4,AlaskaAndy,"[1, 1]","These are very nice, comfortable earbuds, and the sound is good too.  I would order them again in a heartbeat.",5.0,Very nice earbuds!,1361404800,"02 21, 2013"
A3R0OPEOL73C81,B000I68BD4,Albert Cantin,"[0, 0]","These do just what was stated fit really nice, have different ear sets to tailor to your ears,and sound really good. Really love these myself. You could pay more, but for the price, these really do a super job!",5.0,Good earbuds!,1393632000,"03 1, 2014"
A2JVWVE7UB7P3Z,B000I68BD4,Albert John Alvarez,"[0, 0]","I myself don't know what the hype is all about. I have purchased several pairs of ear buds from Amazon; to date the only buds that are rocking, and continue to do their thing are the Skull Candy in ear 003 ink'd 2.0. They have the greatest high end, mid range, and low end that you would expect from a better quality in ear. And they were only $15.00 from Amazon. I should have known from the first pair of JLabs that I bought that these shouldn't be that much greater. For my money Skull Candy is by far a better bargin. I own 15 different pairs of in ears, including my Klipsch which there is no comparison to. I buy these off the wall brands as an extra pair for emergency purpose. I guess I will stick to Skull Candy after this experience. The only way you can determine the difference is to actually try them on and compare. See for your self. My go to for listening to my own recordings or any sound that I want the complete experience with are my Klipsch hands down. My kick around pair for just enjoying music for the best quality of it, will by no doubt be my Skull Candy. Enough said. After having throngs of amplified music in my ears from amp cabinets and front stage monitors for years on end, I know the difference in sound quality. Jlabs Needs to focus on frequencies that produce any given high, mid and bass response, for the listening pleasures of their customers. I'm just saying..........Aja",1.0,JLabs JBuds,1389484800,"01 12, 2014"
A1J0EV0NOAC20I,B000I68BD4,Alejandro Mercado,"[0, 0]","Good price! Good Sound! and Good Quality!, I have played with my cell and my computer in both has worked so good, I use too in Meeting and the voice sound so good as well.",4.0,Sound very good and power,1390694400,"01 26, 2014"
A3M5E30RSEKEG2,B000I68BD4,Alejoromero,"[1, 1]","I use them every day. They offer a great quality and very useful for your office, cycling, jogging or gym",5.0,Very useful,1377907200,"08 31, 2013"
A2MEC0T7Q65C7S,B000I68BD4,Alex,"[0, 0]","I'm not an audiophile, but I know the difference between crappy and decent earphones.These are pretty good, I don't think you can find better at this price.",4.0,Good value,1250467200,"08 17, 2009"
A1A2F1ZOWOPNJB,B000I68BD4,Al,"[1, 1]","The sound quality is decent and the ear fit is fine, but I hate that it echos every other call.  Have requested a return.",1.0,Echos all the time,1398816000,"04 30, 2014"
A3JQFZN172EQ4E,B000I68BD4,"Allan Forbes Suarez ""Xforbes""","[0, 0]","for the price is ok .. i pick this one for replace my old J3 Mic.. the sound is ok , no like my old J3 but... the price ... say's everthing... is nice .. !!",5.0,good choise for the price,1354579200,"12 4, 2012"
A3VN9TPX3MDCQ8,B000I68BD4,Allan Pudlitzke,"[0, 0]","I bought a couple of pairs of these as backup ear buds for the office etc. Fit is decent, not great, but the speaker quality is a little below par in my mind. My previous pair of Sony ear buds were only a few dollars more expensive and the fit and sound quality were superior to these.",3.0,"Nice price, but the sound quality is rough at best.",1393372800,"02 26, 2014"
A2BVO9EUDNV3JD,B000I68BD4,Allen Brosco,"[0, 0]",I actually prefer the ear buds that came with my mp3 player better. I'm not sure what the problem is but they just ain't right!,3.0,Respectable,1315958400,"09 14, 2011"
A3HW3P4R8YID4I,B000I68BD4,Alley Anson,"[0, 0]","Price was good, colors are great, got what I wanted and Daughter is very happy with them. Thanks again ,",5.0,nice product,1357257600,"01 4, 2013"
ACD1YPTWO50EC,B000I68BD4,AllofUs,"[1, 1]","Very flat sound [Think alarm clock radio sound]. No low end at all. Songs like Nelly Furtado's &#34;Say It Right&#34; which has a lot of bass, just sounds distorted and weak. I probably wouldn't buy them again.",3.0,The sound = the price,1381881600,"10 16, 2013"
A3SLNCRKJ9UFJD,B000I68BD4,AlphaVirus,"[0, 0]",I bought these because of the cheap price and some of the more positive reviews.The main complaint I have is they aren't very comfortable at all. They constantly slide out of my ears so I spend a good amount of time readjusting and trying to sit still so they don't wiggle out. This is my first pair of every day in-ear speakers so perhaps I don't have the proper technique for inserting them?It's good for stationary music listening but that's it.,3.0,My first in-ear...Good but not great,1368489600,"05 14, 2013"
A3PFTYY8YF8Y6J,B000I68BD4,Alvin Nunez,"[0, 0]","Everything sounds like your in a tunnel, not very clear at all. Would not recommend. Panasonic makes a great headphone set for around this price, they are so much better! Panasonic RPHJE120K In-Ear Headphone",1.0,Horrible Sound quality.,1401667200,"06 2, 2014"
A1VDK3E3HBWUCF,B000I68BD4,"Alvin sng ""Software Engineer""","[0, 0]","Don't expect these to beat the $100 headphones, but they are better than the other headphones within the similar price range. The sound quality is better than average and the quality is pretty good. They don't fit snug so it is not great for running. Beware that these are not noise-canceling at all. The reduce noise of course but just like any other in-ear buds.I would recommend these headphones overall for anyone on a budget.",4.0,"Not the best, but great value",1398211200,"04 23, 2014"
A3A93JDI1CFDI1,B000I68BD4,Alvin Teo,"[0, 0]","The headphones are decent. I used to listen to music and the quality is music acceptable. These are headphones that you buy when don't want to spend more than $30 for headphones.However, if you willing to spend a bit more, the Sennheiser Earbuds below is also good value for moneyhttp://www.amazon.com/gp/product/B001EZYMF4/ref=as_li_tl?ie=UTF8&camp;=1789&creative;=390957&creativeASIN;=B001EZYMF4&linkCode;=as2&tag;=travguid0ca-20",5.0,Awesome for this price,1404259200,"07 2, 2014"
A2DBJ42XY5OJGA,B000I68BD4,Amanda Anne Robbins,"[1, 1]","The noise cancellation quality is great on these headphones, but the sound quality is not very good at all. It doesn't sound much better than a super cheap brand. The sound is hollow and flat. For the price and review levels I would have expected better quality sound.",3.0,"Noise cancellation is good, sound quality is subpar",1342396800,"07 16, 2012"
AQ27PNANUHDDU,B000I68BD4,"Ama ""Samona""","[0, 0]","Compared with all the brand named like Sony , JVC, this has the best sound quality. I meant the price is under $40.- range group.",5.0,"Sound Quality is very nice, better than most of the branded name",1303171200,"04 19, 2011"
AEA484T0S6C1A,B000I68BD4,Amazon Customer,"[0, 0]",bought a few weeks ago sound pretty good at about the price i wanted to pay.I not a expert on sound but they sound better than the ear buds that came with my mp3 player.I use them when I work out so far so good.,5.0,Sounds good,1274400000,"05 21, 2010"
A2P5A55EE4UPP4,B000I68BD4,Amazon Customer,"[0, 0]",Great ear buds. Hey they're JBuds! Great music reproduction and good at noise cancelling. All you hear is your music!,5.0,it's Jbuds,1325203200,"12 30, 2011"
ANBBRNIQJVBE9,B000I68BD4,Amazon Customer,"[0, 0]",How can you beat this deal. for likr 5 or 6 bucks get some great headphones. So what if you end up loosing them. The ear bud pieces feel great too. No discomfort. Well worth it if you are like me a misplace earbuds all the time.,5.0,love it!,1362787200,"03 9, 2013"
A5YS9RZT8D0C0,B000I68BD4,Amazon Customer,"[0, 0]","I have used these for several years while traveling. A frequent flier, I like to listen to audiobooks to pass the time. For a while I used a pair of those battery-powered noise canceling headphones, but they became uncomfortable after an hour or so, and they are a nuisance to schlep around. After I got these earbuds I never looked back. While the noise reduction is no match for active noise cancellation, it is quite adequate and I can wear the earbuds much longer before they become uncomfortable.",5.0,Great for airplane noise isolation,1325635200,"01 4, 2012"
ATQ3610AYOMML,B000I68BD4,Amazon Customer,"[0, 0]","I normally use Motorola Rokr Bluetooth headphones, but the battery only lasts a few hours, so I had a pair of Bose earbuds to use while recharging. The insulation on the Bose earbuds started to crack after several years of use and would zap me in the face once in a while, so I bought these JLab JBuds based on their very low price and okay amazon reviews. I'm neither impressed nor upset by the JBuds. While these earbuds don't hiss or pop like some cheap headphones, they also lack richness, and the bass response is simply not there. The sound quality is not nearly as good as the Motorola or the Bose, which I would rate upper but not high-end. The medium-sized gels fit my medium-sized ears well. The build quality seems good, especially for the price.",2.0,Worth your money to get one pair but not a second pair,1379030400,"09 13, 2013"
A1T9DSU9GE31DM,B000I68BD4,Amazon Customer,"[0, 0]",Pretty good headphones. These were a pretty good price and they came in a variety of colors and work well.,5.0,good headphones,1367193600,"04 29, 2013"
A10AZTMIDHF7R4,B000I68BD4,Amazon Customer,"[0, 0]","The first set I ordered was missing some of the silicone tips so I did an Amazon refund (awesome service as usual). The second set had a wire coming out near the end of the plug so instead of using Amazon (which is great), I decided to test drive JLABs warranty claims process that everyone is talking about. They were fantastic and the new headsets were delivered fast.The overall sound quality of this particular model is less than impressive to say the least. I would not recommend these for any type of music. The lack of quality and low price point would better suit someone that listens to talk radio or learning a language on a tablet. At best get them for the kid that looses headsets all the time. But if you care about your sound, JLABS offers much better quality headsets and earbuds that still rivals the expensive competition. So take the time to research their entire product line and you should find the quality you want yet still remain very reasonably priced.",2.0,Let Down,1392681600,"02 18, 2014"
A3SAP4D3LKY2DB,B000I68BD4,Amazon Customer,"[0, 0]",these are great earbuds! i love the noise reduction and i was pleasantly surprised when i realized i can take phone calls with them in! Awesome!,5.0,love!!,1372118400,"06 25, 2013"
A2Y2DN0783EJ5R,B000I68BD4,Amazon Customer,"[0, 0]","These ear buds with their foam cushions are very comfortable.  The biggest ones are too big for my ears, but I have saved them in case the smaller ones wear out.",5.0,Three sets of cushions,1370736000,"06 9, 2013"
A2MSEQ9A5CN6BC,B000I68BD4,Amazon Customer,"[0, 0]","The title says it all.  For ""light"" use substitute 1x week.  IMHO, unacceptable.",1.0,15 months of light use -- one earbud is dead,1283040000,"08 29, 2010"
A17N6UANMOY5V1,B000I68BD4,Amazon Customer,"[0, 0]",Very good at this price. More comfortable than many  expensive ear buds I've used and not unpleasant to listen to. I bought a second pair.,4.0,Good Value,1239321600,"04 10, 2009"
AF0B4MIYJPQX,B000I68BD4,Amazon Customer,"[0, 1]",JLab JBuds Hi-Fi Noise-Reducing Ear Buds  are a great product more so for the money. The come with various attachments to fit any ear. The sound is deep and rich with the high fidelity you&#8217;d expect in a more expensive set of buds. The cord will tangle but all will unless you get the flat cord.Great buy.,5.0,Great buy,1397001600,"04 9, 2014"
AVTQCYSEALAQ6,B000I68BD4,Amazon Customer,"[1, 5]","because it's base on bose 100 dolllars headphone.the sound is good, good feeling to the ears, and last very long.one promble, my opinion is I hate the wires becase it the two wires connet to each others like this II instead of this I. too heavy for headphone but it cheap. Go and buy one!",5.0,A very good headphnoe!,1174608000,"03 23, 2007"
AQBKBWMXB8VI4,B000I68BD4,"Amazon Customer ""last1in""","[0, 1]","I am not particularly nice to earbuds, and have an amateur but demanding standard for sound quality. Here is what I found:* Whether speakers or headsets, I always start with Billy Thorpe's Children of the Sun, an amazingly complex and challenging piece. Passed with flying colours.* For bass (voice), I tested with Crash Test Dummies, Josh Turner and Johnny Cash. Beautiful lower register, rich and lush.* For treble (instruments), I used Nickel Creek and Chris Stills. Crisp. Brilliant highs with impeccable note distinction.* For wide-ranging vocals, I used Sweet Honey in the Rock and the majestic Pavane Op 50 (Paper Music by Bobby Ferrin). Amazing. Every voice is distinct and rich.* For precision, I use Beggerman (Gaelic Storm), Heard it on the X (ZZ Top), Radar Love (Golden Earring) and Yo Yo Ma's Appalachian Journey. Just blew it out of the park. I could hear Ma's fingers slide along the cello and Dusty's finger slip across frets.Now for some misses:* Werewolves of London (Warren Zevon) lacked the depth I get from even Altec speakers.* Friends of the Devil (Grateful Dead) lost the precision I expect from the vocals; the instrumental opening is perfection, but I guess Jerry's voice just doesn't fit into the spectrum these are designed to portray.* Volume is WEAK. If you like obliterating your eardrums, skip these earbuds. They top out at ""old guy"" (me) loud.Overall, I consider these and excellent purchase. They fit nicely, stay in place and deliver amazing sound for the obscenely low price.",5.0,Worth FAR more than the price,1334102400,"04 11, 2012"
AAC67P4KTM968,B000I68BD4,"Amazon Customer ""MontgomeryGirls""","[1, 1]","I got these as a back-up set for my Sansa Clip Plus mp3 player.  The buds that came with the player actually sound noticeably better than these JBuds do, but they do block out more noise.  I'll use them when I expect to be somewhere noisy.  For less then $10 I'm still happy with the purchase, and am glad to have something in case my other ear buds get damaged or lost. Shipping was really speedy, and this is a good deal for the price.",4.0,Good as a back-up set.,1268092800,"03 9, 2010"
A1DQNFDFE69LM0,B000I68BD4,"Amazon Customer ""MVP""","[1, 1]","*Update 09/03/13Initially, I thought these were a nice alternative to the white Samsung Galaxy S3 headphones as they were definitely a lot louder and the bass was stronger.  But unfortunately, the build quality is cheap and the left earphone's volume ended up being significantly lower than the right earphone.  I'll use these as a back up from now on.  I do not recommend purchasing these headphones.",2.0,"These sound good at first, but they suffer from quality issues",1374710400,"07 25, 2013"
A21A0M17FORC4L,B000I68BD4,"Amazon Customer ""PJ""","[0, 0]","These are amazing. Forget the price tag (which itself is a bargain), these ear buds sound really good. I did a side-by-side comparisons with Apple (in-box), Creative (in-box), Phillips noise reduction and Sennheiser PXC 250 noise reduction and I could not believe that JBuds sounded better! The ambient noise blocking is pretty good too. However, I am not sure how well it will work in a plane. The in-ear fit is pretty comfortable. Although no audiophile, I am pretty fussy about my sound quality. JBuds definitely made me happy.",5.0,Best $20 ear buds.....EVER!,1189728000,"09 14, 2007"
AUKDBDI2PVGTA,B000I68BD4,"Amazon Customer ""professor k""","[4, 6]","These inexpensive earbuds definitely won't win any awards for sound quality, as they lack the clarity and brilliance of (say) the Sennheiser CX300-B.  Also note that these are not ""noise canceling"" earbuds, but ""sound isolating""; like the Sennheisers (and the Shure series) they use a soft rubber earpiece to block out (but not eliminate) ambient noise.  For whatever reason, however, the JBuds' earpieces do not seem to be as effective as those of the Sennheisers or the Shures.  For this product, at least, ""you get what you pay for.""",2.0,"mediocre sound quality, ineffective noise reduction",1171152000,"02 11, 2007"
A3GA9OQAOPEBYP,B000I68BD4,"A Meirelles ""Meirelles""","[0, 0]",The sound is excellent specially the bass. But it doesn't make miracle. With ipod nano 3rd gen you feel the bass inside your head. With ipod nano 2nd gen the sound is acceptable. The problem is the source. The ear bud is wonderful. And the price is the best part. You don't need to buy the others that cost much more.,5.0,Excellent,1200096000,"01 12, 2008"
A34A1UP40713F8,B000I68BD4,Amelia D. Backus,"[0, 0]",I used them in the gym and found they worked well in cutting out the noise of others.  They were sent to me within two days.,5.0,Good for the price,1362009600,"02 28, 2013"
AAQY5BB52BEWN,B000I68BD4,Amina Yusuf,"[0, 0]",I am so sad to say i never received these earphones. I am still waiting for them.I wanted these for my little girl to use in her tape player. Please send them to me. thank you.,1.0,i never received these earphones,1355443200,"12 14, 2012"
A23SF864TF1Z7S,B000I68BD4,Amy Anderson,"[0, 0]",I bought these for my ipod nano when mine got stolen. They are much more comfortable and the sound quality is good. I would recommend them. They come with three different pad sizes so they're comfortable for anyone.,5.0,IMPRESSED,1200096000,"01 12, 2008"
AJU7KB88JNIIF,B000I68BD4,"Amy J. Cahill ""a_cahill""","[0, 0]","These are great!  I ordered a pair just to see if (and how) they would work!  They are wonderful.  They don't fall out when you walk/jog/run and the neoprene adapter comes with small, medium, large to adjust to you ear!  I lost my trial pair to my husband, so I bought 2 more pair, now my boys fight over who gets the extra.  I may have to invest in another pair or 2!  They muffle the surrounding noise so you can concentrate on the music or video or what ever you are listening to.  They are great for studying, you can't hear kids fighting in the backgound!  I would purchase these over skullcandy, they are 1/3 of the price!  I definatley recommend these!",5.0,Great buds!,1240790400,"04 27, 2009"
A1MV2GGCYD2AFQ,B000I68BD4,Andres Konsmere,"[0, 0]","I didn't think it was possible, but I've found a pair of earbuds that are even worse than the ones that come with an iPhone. It's hard to describe sound quality, but I'd call these things &#34;muffled.&#34; It sounds like you're standing outside your teenage kid's bedroom door while he listens to loud music. Furthermore, every time I touch the cord or rotate the jack when it's plugged in I get static. Lastly, These things come packaged in a very cheap foil pack that would make them totally unsuitable to give as a gift. I'd return these but since I paid about $5 it's not worth the hassle.",2.0,"Poor Sound, Poor Plug Construction, and Cheap Packaging",1391990400,"02 10, 2014"
A2L3R2YNQ5UL9J,B000I68BD4,Andrew Aceves,"[0, 0]","OK.  First of all, I am not expecting high end performance from an $8 pair of earbuds.These ear buds sound tinny.  They have no base, and only passable midrange.  I was very disappointed.",2.0,These earbuds sound lousy,1394409600,"03 10, 2014"
A301PQYE8BCBZ,B000I68BD4,"Andrew ""ANDY""","[1, 4]",JBuds Hi-Fi Noise-Reducing Ear Buds (Black)I JUST RECIEVED THESE IN THE MAIL AND TO SAY THE LEAST I AM VERY DISAPOINTED. THE BASS IS NON-EXSISTANT AND THERE IS ALOT OF DISTORTION NOT HAPPY. this was my first reaction to these now after a few months they sound awesome. give them about a week our so to break in.,1.0,very pleased,1205539200,"03 15, 2008"
A1W2ZL0IZSVNC2,B000I68BD4,"Andrew M. Barnes ""Andy""","[0, 0]","These ear buds look really good and look like a really great deal, but don't be fooled, they're a good price for a reason! The sound quality is kinda poor.",2.0,Low quality,1372636800,"07 1, 2013"
A39Y8PD8Y9BA5H,B000I68BD4,"Andrionni Ribo ""Amateur Critical Analyst""","[2, 2]",The audio quality is par. It noise reduces by sticking the buds into your ears and cranking the volume. It's not flexible at the input joint. The headphones broke on me in under 6 months of regular usage. I do not recommend.I am sporting Sennheisers PX 100s after that purchase. I'm satisfied. Please look at those.,3.0,It Works. But not a set of buds for keeps.,1196467200,"12 1, 2007"
A278Q1HSIGPLQS,B000I68BD4,Andy Do,"[0, 0]","These earphones provide decent sound and clarity at a reasonable price. Visually, they aren't aesthetically pretty or look worthy enough of a $10 price tag, which I had paid for. Overall, these earphones are fantastic as a spare and it's good for someone who are on a budget, like I am.",4.0,Not Bad,1345161600,"08 17, 2012"
AADZCTAWQWV2P,B000I68BD4,Angie,"[0, 0]","for the price of these headphones, they create excellent sound! i really like using them with my iPad because they cancel out any other noise. great!",4.0,powerful sound!,1296777600,"02 4, 2011"
A3MROP5KA9LRTP,B000I68BD4,Annette,"[0, 0]",Would repurchase. Just as described. Great two toned colors. Fits great. Soft and long wires. I have no &#34;cons&#34; for this product. Great price.,5.0,Nice for the Price...,1393891200,"03 4, 2014"
A1N85CDP250ECQ,B000I68BD4,Annie,"[0, 0]","I own a pair of real noise-reduction headphones and these obviously don't compare to those, but for $6 these do muffle some of the noise (I believe the noise reduction comes simply from the design of the rubber; its' more snug in your ear.)  The sound quality is pretty good and they are comfortable, which says a lot because I have small ears and I hate the little phones that come with apple products - they hurt my ears.  If you are using those, do yourself a favor and pick up a couple pairs of these instead.  My fiance just ordered some and he likes them as well.",5.0,Work well and I definitely notice the noise-reduction,1364428800,"03 28, 2013"
A1YZYYS1ZUHW2H,B000I68BD4,Anonymous Amazon User,"[0, 0]","Imagine pushing your finger into your ear, the further you go the more pressure build up, and when you pull it out fast it has the equal opposite effect.  Either way, it hurts!  I know that earbuds are supposed to create a pressure seal, but there is no amount of pressure relief as to balance the inside ear pressure with the outside air.  Also, these things are treble heavy.  Painfully shrill.Look to either JVC, Sony, or Philips when it comes to headphones in this price range.  They are much better.",1.0,Overly pressured seal hurts your ears,1390694400,"01 26, 2014"
A2TPOVW4RFQIIN,B000I68BD4,"anonymous ""t_devil17""","[3, 4]","I bought a pair of these in Sept. 0f '07 because Apple headphones suck and hurt my ears.  I enjoyed these for the first few months, the sound quality was much better than my old ones and they were comfortable to wear for long periods of time. Then after about four months, the left ear stopped working unless I turned the cord a specific way and didn't move it at all, which was a pain.  A few weeks later, the left ear stopped working altogether so I e-mailed the company for a replacement (they come with a 1 yr. warranty).  Two months after I got the replacement, the left ear also died completely on that one. My FOURTH pair in under a year also just died and, despite the warranty being valid for a few more months, the company refuses to replace them anymore. These aren't worth the $20 they charge and there are others that are half the price with similar sound that last much longer. Don't waste your money or your time.",2.0,Not worth the trouble,1214870400,"07 1, 2008"
A39QFOFN5RKIJZ,B000I68BD4,Another Dude,"[0, 0]","Horrible... I did try this Jlab ear buds... It worked for 3 months, after that the mic stop working, and a month after that... The earphone stopped working too... This Jlabs should've been called TEMPORALLY Earbuds with the expiration date on it...",1.0,TEMPORALLY Earbuds with the expiration date: 3 months or less,1396310400,"04 1, 2014"
