reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A15TY90ZA79YMK,B000TG4BA0,"Alexander Albrecht ""ajajr""","[0, 5]","Within 30 minutes of ordering this mouse the money was debited from my account; thats a world record. Amazon confirmed the order via e mail. The Amazon confirmed by e mail that they shipped the item via USPS and provided a tracking number. When I track through Amazon it says ""in transit"". When I track at USPS it says the tracking number produces no results. The I get an e mail saying the item is out of stock. So how can it be ""out of stock"" and ""in transit"" at the same time. Customer service at Amazon tells me they do not charge the credit card if the item has not shipped. So, a couple of week later, my money is gone, I have no mouse, and I cannot get any help from Amazon customer service.Update: I finally re ordered the mouse directly from Amazon. I got the second mouse in a reasonable time frame. It has two problems. It goes through batteries way to fast (try 2 days of lite use) and it constantly looses connection with the computer even when 3"" away. This is the worst mouse I have ever seen.",1.0,Money gone fast / No Mouse / Does not work / Do not buy,1269561600,"03 26, 2010"
ALU9KVONG3TUM,B000TG4BA0,Alexandre Grigoriev,"[0, 0]","I could not make it connect with Dell Inspiron running Windows 7 x64  - Windows was finding it, installing the drivers, and then it instantly disappeared. Each connection attempt was creating a new device instance in the registry.The culprit was the WiFi adapter. Bluetooth and WiFi a/b/g/n occupy the same 2.4 GHz band and create mutual interference. Some combo WiFi/BlueTooth host chips employ special patterns of frequency hopping to make sure WiFi and BT don't transmit at the same frequency at the same time. This laptop doesn't seem to have that, but there are some settings enabled by default for the WiFi adapter to reduce the interference.I disabled the WiFi in the device manager for pairing the devices. After that, I reenabled it and the mouse was still working. I also set WiFi transmit power to medium, instead of high.EDIT TO ADD: The mouse may stop working occasionally (and then stop working at all). The solution for this problem: open Device Manager, find your BlueTooth adapter, open its properties on Power tab. Uncheck ""Allow Windows to turn off this device to save power"", click OK. If the BT adapter is hanging off internal USB (to see if it is, check View->Show devices by connection), you may want to do the same for the internal USB hub to which the adapter is connected.",3.0,Interference with WiFi prevents initial pairing,1385510400,"11 27, 2013"
A3RRP2Z85B4NAQ,B000TG4BA0,Alex,"[0, 0]","So I've been using this mouse for about a week now. The first couple of days were good because it connected automatically; however, whenever I restart my computer or the mouse falls in a deep sleep, I have to turn it off and on again, sometimes multiple times, for it to work again. This is pretty annoying, so it's definitely not perfect. My computer shows connected and everything so I don't think it's on the computer end. It is a good mouse and is very precise, but it has some connection issues that will bring my review down to a 3 stars.",3.0,Very good so far [Updated],1320796800,"11 9, 2011"
A1ZI64V6OBQ47F,B000TG4BA0,Alex,"[1, 1]","Mac users especially:Download Intellipoint software from Microsoft's website..if you can't find it for this mouse, try downloading it for a different mouse like the wireless laser mouse 6000. It's the same program. This will allow you to tweak button assignment in system preferences.Bluetooth:It works fine on my Macbook aluminum. You might have to put your wifi on a different channel if you experience any connection issues. I haven't. Also, turn off ""Allow bluetooth devices to wake this computer"" in the bluetooth menu under system preferences. Otherwise it will wake your computer up in the middle of the night. And lastly, it takes a few seconds before the Macbook reconnects the mouse after wake up.Pros:Good build quality.Almost completely silent mouse buttons including the back button. Very soft.Scroll wheel button very easy to press and silent.Excellent mouse feet makes for easy gliding on the desk. Much better than any mouse I've used.Good ergonomics in terms of the shape and the width.Fairly good tracking on a semi-glossy black desk. Sometimes bumpy.Cons:Scroll wheel when scrolling is very noise, more noisy than most mice. The wireless laser mouse 6000 had absolutely smooth and silent scrolling.No side to side scrolling.Too small for most male hands.4/5 stars overall.1/5 stars for the noisy scroll wheel.",4.0,"Silent Buttons, Noisy Scroll Wheel",1231891200,"01 14, 2009"
A8UDAWGESVQQ,B000TG4BA0,AL,"[0, 0]","Initially I thought this mouse was too small and I had doubts about bluetooth in general. However it is very comfortable in my hand and bluetooth works reliably. It does go to sleep when not used, but wakes up very quickly. The wheel button makes a clicking noise when rotated, which I don't care for, but I'm sure I could get used to it. However, if I rotate upward, it clicks much louder. I find that irritating. And I find that I frequently end up depressing the wheel button (and activating autoscrolling) when I was just trying to rotate. But the deal breaker is the back button. The back button is hard to press, doesn't always make a clicking noise, and doesn't always work. And sometimes it makes a groaning noise.  I don't know if I got a bad one or if they are all like this. But mine is going back.EDIT----I exchanged it for a Logitech V470 and immediately noticed two things.First, the Logitech mouse doesn't slide as smoothly across my desk as the Microsoft mouse. I don't use a mouse pad. The Microsoft mouse slid smoothly and felt great. The Logitech mouse felt like dragging your finger nails across a chalk board. The more I used it, the more I dreaded the feeling.Second, there was a noticeable delay between when I moved the mouse and when the pointer moved on the screen. This was MOST irritating. I realize that Logitech specifies Broadcom/Widcomm hardware and stack, but Microsoft has no such restriction. I have ISSC hardware and Blue Soleil stack. I have what I have and there is no delay with the Microsoft mouse.Other than that, I thought the Logitech mouse was better. I preferred the larger size, the AA batteries, the tilt wheel, the quiet turning wheel, and the shiny blue housing. I think the battery cover design is more rugged. The buttons definitely have a louder click, but I have no preference either way.I decided to choose bad over worse, sent the Logitech back and now have two Microsoft 5000's. My original one definitely had a defective back button. These two work fine. However, one has a wheel that clicks very loudly when turned (just like my original one), but the other one does not.  The quiet one has an August 2009 build date while the noisy one has a May 2009 build date. I guess Microsoft made some improvements. I think I can live with them until something better comes along.",4.0,Bad Back Button and Wheel,1256947200,"10 31, 2009"
A31ICLWQ9CSHRS,B000TG4BA0,Al Swanson,"[0, 0]","Really, what can you say about mice? They work or they don't. They are smooth or clunky. They have the basic buttons or some extras.This mouse took about 3 seconds to be recognized by my machine. I needed no software - and it came with none. So it works.It's smooth, both scrolling and in use.And it has a back button in addition to the normal two, plus scroll wheel.All in all, a very good, basic mouse. Nice and solid. Included the batteries - and not some generics. And a carrying case! Well worth the cost.",4.0,Excellent mouse,1237248000,"03 17, 2009"
A3V6RB64N8IDIB,B000TG4BA0,"Amazon Customer ""AZ Minis""","[0, 0]","I'm following some excellent reviews on this tiny notebook mouse. It is small, seems very well made, connects quickly with the bluetooth signal and has a backup button on the side which is one of the primary reasons I bought it. I really like its responsiveness and find it very easy to use when working in Photoshop.CON: The only drawback I've found is the wheel. It's constantly locking when I spin it to move up and down the page. When it does, its zoops here and zoops there until I click the wheel again and unlock it.I also should have bought it here at Amazon where it was quite a bit cheaper.",4.0,My take on it,1267056000,"02 25, 2010"
A1YELX1XVW5A9U,B000TG4BA0,"Amazon Customer ""Bargain Outlet""","[0, 0]","This is the best mouse I've found in a while.  It is also super quiet.  There is no clicking noise and the scroll button isn't too bad.  It connected just fine to my Dell D630.  The mouse is small, good looking and tracks very well. I like it, and would recommend it.",4.0,Great Bluetooth Mouse,1219017600,"08 18, 2008"
A1FRWQ6X3RK5EQ,B000TG4BA0,Amazon Customer,"[0, 0]","I have used this mouse for about a month now.  This is a real nice mouse for the money.  It is built solid and setting up is easy.  To save battery I turn off the off switch at the bottom of the item.  That was a nice feature to have.  However, the toggle switch felt a little flimsy.  I'm hoping it doesn't break anytime soon.  Another thing I'm not use to is the size of the mouse.  I have never used a laptop mouse before.  I didn't realize how small it is compared to a regular desktop mouse.  I have regular size hand, so for me using it required a little getting use to.  But overall, this is an excellent mouse.",4.0,Best value and solid construction,1288656000,"11 2, 2010"
A32SDHG6VBJ505,B000TG4BA0,Amazon Customer,"[0, 0]","I'm here to buy a second one of these, and I'm noticing that all the 1-star reviews are complaints about the mouse disconnecting. I wrote a blog post with the solution to this problem shortly after I bought the first one. Here's how to fix this:[...]Personally, I think this is the best bluetooth mouse out there. Too bad Microsoft isn't fully supporting it with software anymore. I'll take off one star for that and the small size, but the small size works for me - I have small hands.I saw someone else say it doesn't work with Windows 7 64-bits. Not true - I've been using it with that OS for years.",4.0,Here's the solution to the disconnection problem,1338681600,"06 3, 2012"
A2TRP2H2GDSU9S,B000TG4BA0,Amazon Customer,"[0, 0]","I purchased this mouse for my tablet and never regreted. it requires only one AAA battery, and it's pretty reliable.",5.0,"Small, beautiful, and does its job",1378512000,"09 7, 2013"
A3VH0YBJNFC2GA,B000TG4BA0,Amazon Customer,"[0, 0]","I've had this mouse for just over a week so far. It's very sturdy, already having survived several falls onto a concrete floor and being accidentally stepped on. I've used it for at least 8 hours every day and it's showing no signs of the batteries weakening. It deals well with a variety of surfaces and maintains a decent signal from at least 15 feet, even through a wall. That's the farthest I've tested so far and it worked flawlessly.The only issue I have with it is its small size. I know it was designed for laptop use, but it's only half the size of a standard mouse and doesn't quite reach my knuckles. That makes it difficult to move accurately at first since the sensor is so far forward. It's only a minor annoyance though and I'm already adjusting to it.",4.0,"Excellent mouse, but a bit small",1269302400,"03 23, 2010"
AOQAOBNBA717N,B000TG4BA0,Amazon Customer,"[0, 0]","Works perfectly...Stays connected to my Dell 1520 laptop..Not 1 issue to report...Thanks Amazon...It took a super long time to arrive to my door, But a great price made it worth it..I would reccomend this mouse.",5.0,Microsoft Bluetooth Mouse,1237161600,"03 16, 2009"
A2X2WU2N1013GW,B000TG4BA0,"Amazon Customer ""mac utran""","[1, 2]",The wheel on mine sticks to the side of the case since it is off center. Barely works as a mouse.,1.0,Manufacturing Quality Sucks,1287014400,"10 14, 2010"
AALR6CRH97JG1,B000TG4BA0,"Amazon Customer ""NoClue-Really!""","[0, 0]",My older laptop needed an accessory make-over and a bluetooth mouse was really needed to replace the onboard mouse and the alternative USB mouse.  The Belkin F8T016 adapter provided the bluetooth stack and I was in business. Paring was easy and the mouse works great.  Now I have USB port available for those other toys that had no place in which to get plugged! The really &#34;great&#34; plus is that I have more control and greater accuracy when using the mouse!,5.0,This mouse works great!,1363910400,"03 22, 2013"
A2ECHUZCUNOG6R,B000TG4BA0,"Amazon Customer ""Open Sky Media, LLC""","[9, 14]","I hate this mouse. I hate it worse then the IRS and my ex wife. It routinely drops the connection with my laptop. It's been that way when I was on Vista and 7. It will stop working, I'll go back to using the touchpad, and then it'll start again. Sometimes, it won't do that. Sometimes, I have to reconnect to it. Either way, it's a pain in my butt that won't stop.Today, I finally gave up as it has been worse then usual, and i'm getting a new wireless keyboard/mouse combo.",1.0,don't use if you're on Win7 or Win Vista,1273017600,"05 5, 2010"
A2FHKSSH89PIRO,B000TG4BA0,"Amazon Customer ""Teacher""","[0, 2]","This mouse is OK but goes through batteries at a much faster rate than the Logitech I had before and after. Also, this mouse has the side-thumb-button that acts as the browser back button. For me, it was too easy to hit when reaching for the mouse. I would be entering text on the Internet, reach for the mouse, and my thumb would hit the side click and I would lose the page and all my edits. Eventually, I used a knife to pry and break the side button off. The battery compartment corroded - something I have never had happen to a mouse before.I much prefer the Logitech V470. It does not have a side button and uses batteries at a much slower rate.",1.0,Eats batteries and side-click is too easy to activate,1311552000,"07 25, 2011"
A1HD8EWSHR9FM6,B000TG4BA0,"Amazon Customer ""TooCoolGuy""","[0, 0]",I'm rapidly becoming a non-fan of Bluetooth travel mice. I'm a tech and I've seen multiple brands just stop working for a few minutes at a time. I can't narrow it down to one brand of mouse because both Logitech and Microsoft mice seem to just fall asleep mid-use even with fresh batteries. It doesn't seem to be one brand of notebook or adapter. I've seen it with Intel and Broadcom chipsets. I can't narrow it to one operating system because it happens under Windows XP and Windows 7. A search will turn up tons of threads on the subject but no answers.But getting beyond the general flakiness of BT I find this mouse particularly uncomfortable. It not much smaller than the Logitech Blue travel mouse but it feels much smaller and cheaper and with sharp lines where there should be smooth curves. Perhaps it feels cheap because it weighs a bit less but I find it far less comfortable to use than the rounder Logitech.Bottom line it's a decent travel mouse if you like the shape and feel but not my first choice in a BT travel mouse.,3.0,Just Not Comfortable,1274572800,"05 23, 2010"
A1TIDXMIVY9H1I,B000TG4BA0,Amazon guy,"[0, 0]","Bluetooth setup is fairly easy. The mouse lags sometimes, but I recently notcied that it is when the battery is becoming low. Even if the indicater does not show a red mark, you may want to replace the batteries if you don't want the mouse to be slow on the screen. Overall, I am satisfied with its performance.",5.0,Must-Have-Item!!,1246579200,"07 3, 2009"
A3GIGQLOWXPP9L,B000TG4BA0,Amit Patel,"[0, 0]","I got this mouse last march as a backup but didn't need to use it till my previous mouse finally gave in after 3 years of great use. Using that as a yard stick the 2 months that this lasted is very disappointing. While it worked it was great to have no reciever on my bluetooth enabled laptop, it just worked great, every now and then they i'd have to re-sync them but on the whole I didn't mind at all.This mouse doesnt have a scratch on it but from this morning its refused to work and its my primary work mouse so now im in a rush to get a new mouse and see if the warranty will cover a replacement or fix.I might be the one off here but having worked in the computer industry for 6 years this is the first one that has died on me so quickly and I can't really recomend it.",2.0,Good...while it lasts,1296172800,"01 28, 2011"
A137TFG83UJFYW,B000TG4BA0,Andrew Philip,"[0, 0]","This is a pretty nice mouse.  It is very sleek looking and compact.  I didn't have any problems pairing it with my computer or dopping the signal.  It has a battery life indicator and a power on/off switch to save power.Although, I did run into an error message ""HID data has stopped working"" when installing it on an HP with Windows Vista 64 bit.No worries though, you can fix it by doing the following:Click on the Vista logo on the bottom left of your screen,enter: msconfig in the search field.Press enter to start the program.Click continue if you get the popup of User Account Management.Choose the startup tab in the System Configuration WindowBrowse to the ""HP Quick Launch Buttons"" and uncheck this itemClick the OK button and restart your systemThe message should be gone.  Other then that, I am very happy with this mouse.UPDATE:I upgraded Windows Vista 64 bit to Windows 7 64 bit and their were absolutely no errors/problems pairing this mouse.",5.0,"Great mouse. Error with my HP at first, but easily fixed.",1243382400,"05 27, 2009"
A1QPF5HLTBJ8PJ,B000TG4BA0,A Professional Consumer,"[0, 0]","I've tried this on a new HP Laptop and a new Dell laptop. On both, it will not maintain a connection. Maybe it is defective (I'm trying to send it back) or maybe it is just junk. I have other bluetooth mice that work, but this one does not. Other complaint I have when it does work: The track wheel is way too easy to click on. When you are trying to roll the track wheel it will click and start zooming in. Very annoying. My USB mice from Microsoft work great, but this bluetooth one is terrible!",2.0,Won't maintain a connection,1353974400,"11 27, 2012"
A2KDAR3YLBMPDL,B000TG4BA0,"A. Rabiee ""Rabi""","[0, 0]","I had no problem with this mouse during past 5 month, except when I want to switch from one user account to other account on my windows Vista. This happens occasionally when somebody else wants to use a guest account on my laptop which is not a big deal",4.0,I like it so much,1229731200,"12 20, 2008"
A13QUJ8535XWSP,B000TG4BA0,Armando A. Asenjo,"[0, 0]",Decepcionado por no funcionar sobre superf&iacute;cies de vidro. Comprei com esse objetivo por ser laser e no funcionou. deveria trazer na descrio do produto tal restrio de funcionamento.,2.0,"Apesar de ser Laser, no funciona sobre superf&iacute;cies de Vidro.",1328659200,"02 8, 2012"
AMF5Q6UH75FK7,B000TG4BA0,Aron G. Katz,"[0, 0]","this is a great mouse that i had to use in order to replace a Magic Mouse from apple, since i use many design software including Maya and it demans middle click functions, i know the magic mouse has a way for the middle mouse to work but it doesnt get detected most of the time on this applications.Now for the size it has a great portability value, but as ergonomics go is quite small, dont get me wrong it gets the job done but im used to some other bigger mice when working for several hours and i use it for my macbook pro and several graphic design apps so it gets kinda tired.I had to accept i went for this mouse because i found it in $13.00 dllrs and need it something cheap to finish some homework for my maya classes but in the end i think im might keep it as my main mouse for my macbook, i might use my magic mouse seldomly...the pairing with the macbook was instant so you wont get any trouble pairing it and looking for any bluetooth dongle, you wont need it",4.0,great mouse and value if found under $20.00,1279065600,"07 14, 2010"
A1I53S3UJTWFYN,B000TG4BA0,a_slow_chimp,"[0, 0]","I use this MS 5000 Bluetooth Netbook Mouse with an Asus 1002HA (built-in bluetooth) and XP as an OS. It replaced a similar-sized Logitech wired netbook mouse. While I don't like wireless mice (or keyboards) for desktops, this mouse is just the thing for a netbook. Well, the re-synch lag after idling for a while isn't important when you're not gaming, is it? No, it isn't. Excellent build quality, tremendous battery life, nice little carry case, chuck it in the netbook bag and go. No USB dongle needed, and that gave me back one of my USB ports. The only thing I'd ding it for is that it doesn't have a forward button, but that's not significant enough to cost it a star. It's also a little small, but so is the netbook, and it's not a full-time office mouse, is it? No, it isn't.Highly recommended; if you've got a laptop or netbook that you tote around for field use or travel, buy this mouse.",5.0,MS 5000 Bluetooth Netbook Mouse - Retail,1269302400,"03 23, 2010"
A1GTZ1V3VUQJR6,B000TG4BA0,Athena,"[0, 0]","I bought this about a month ago and have not had any problems with it so far (Amazon makes you do your reviews way to early though).  It's plastic like all other mice, and about as heavy duty. It is a little slow (30 sec after full start) to capture the bluetooth signal at first, but once it has it it maintains the connection.  Also Microsoft warns that it may interfere with wireless connectivity, but I have not had that problem.  I don't know about battrey life yet, but it is nice to have a button to turn if off (whether that really helps I don't know).  It was easy to set up with my Bluetooth ready computer. It rolls as smoothly as another mouse, and appears on the screen the same.I could not connect it to an older computer (Toshiba Laptop S series, 2006) for which I had to use a USB port Blue Tooth adapter.  I am not sure if that was me, the computer, the adapter, or the mouse, but I did not try that hard because I use the touch pad and a simple wireless mouse on that laptop.Since it is the same size as other mice it is equally portable.  Microsoft includes a nice neoprene pouch which I don't think they put in the description.So far, I'd buy again.",5.0,Good Product,1253577600,"09 22, 2009"
A1QKY1QEM26TB8,B000TG4BA0,Bader Koot,"[0, 0]","Easy to setup, simple, reliable & small, but not too small. Needs 2xAAA batteries which last for a long time. nothing much to say except that It's an excellent mouse that can be used for everyday tasks/gaming.",5.0,The Best BT Mouse I've ever used,1243728000,"05 31, 2009"
A1AO304VECPFEO,B000TG4BA0,Bart Willems,"[1, 2]","Had this mouse for almost two years before it stopped working. One one Bluetooth laptop it would pair but there would be no mouse available, on the other laptop it would not pair anymore (so the issue was not related to the laptop).First of all, this mouse uses AAA batteries. Obviously they hold less charge than AA batteries and it's not like there's no room inside the mouse. So: why use AAA batteries, Microsoft? Unlike AA that I have drawers full of, I now have to get AAA on a regular basis. Yes, on a regular basis: unlike the boldly optimistic claims I ran out of juice for what seemed once every two months. So put some low-discharge NiMh's in it, right? Oh, yeah, AAA's - hard to find!I'm almost glad it stopped working less than two years after I bought it. I replaced it with a Logitech mouse similar to the one that has been working flawlessly on my wifes laptop for over two years. That mouse uses a single AA that lasts forever. And it still works.",1.0,It breaks,1309478400,"07 1, 2011"
A274MXTX3DYLUV,B000TG4BA0,BB Indiana,"[0, 0]","I,m a man and I like the fit in my hand. Yes, the entire mouse is covered by my paw but all the buttons are accessible.Some people like the middle scroll but the middle press or select is a bit too light for me and I find myself clicking on things if I am quickly scrolling. Someone with a lighter touch would probably have no problem.  It's a hoot to put the laptop on the table, kick back in the arm chair and still control things with the mouse using the chair arm as a mouse pad.Batteries.... It uses 2 AAA batteries and when on 24 hours a day last about 1 to 2 weeks.  I suppose that is expected in a carry around mouse but this is my main mouse. I tried setting it on the computer at night so the BlueTooth link needed less power but life (of the battery) is short. There is a button on the bottom that turns the mouse off but I guess I was too lazy to use it. I do now at night, I turn the mouse off and in the morning turn it back on and have no problem with it reconnecting.  It would be so easy to design a little motion sensor that would shut down after 10 min of no activity.It may be computer related but I noticed the USB mouse seems to be about the last thing to become active when the computer boots up. So...., in the event of boot problems have a standard wired mouse or touch pad available for backup.So, I put up with this little annoyance of turning it on and off which is a small price to pay for the wireless feature.I'm trying rechargeable Eneloop batteries and if they have a good life span I may go back to leaving it 'on'.",4.0,Love the mouse but it loves the batteries,1331078400,"03 7, 2012"
A321BXY0R0CXRV,B000TG4BA0,"Bill T. Ray ""1Engr""","[0, 0]","I have had the mouse for a couple of weeks. I don't turn it off. I didn't turn off the Mobile 4000 USB mouse I had before either. Battery life is much shorter on this mouse than my previous USB mouse. I have already replaced the factory supplied batteries. It is also short on features. I apparently didn't read the description very well. I did not realize the only ""extra"" mouse button could not be programmed; it is preset as a ""Back"" button and cannot be changed. On the plus side, the mouse pairs quickly with my computer and it has never dropped the pairing except when I inadvertently hit the Bluetooth off/on key. I have not seen a Microsoft Bluetooth mouse that I like yet. And, I want to stay with a Bluetooth mouse and save my USB ports for other functions. I would not buy this mouse again. I would not recommend it. I bought two at about the same time--the other for my wife. She doesn't like hers either. I will soon replace ours.",2.0,Passable but not great,1293408000,"12 27, 2010"
A2J3YOBNBG0YZO,B000TG4BA0,Blazer,"[0, 0]","This mouse is terrible.  Bluetooth is problematic, battery life is like 1 week (most mice go for MONTHS without needing batteries), the scroll wheel is LOUD, etc etc.  There are better options.",1.0,Horrible,1365724800,"04 12, 2013"
A2QGTBATWMGSOP,B000TG4BA0,B. Lyn,"[1, 1]",This portable mouse works well with my notebook and is comfortable to the hand.  I have not  had any problems with it.,4.0,A comfortable portable notebook tool.,1383696000,"11 6, 2013"
A3NKRH3TJ4DPVI,B000TG4BA0,Book Glutton,"[0, 0]","First the good news! This is my first Bluetooth mouse. My experience has been very good.The mouse paired quickly with my integrated Dell 19 in 1 Media Reader with Bluetooth (CAB-200). All I did was click the Bluetooth icon in the notification tray, selected ""Add a Device,"" pushed the button on the bottom of the mouse, and it was history. Windows 7 not only recognized the mouse but did so as a ""Microsoft Bluetooth Notebook Mouse 5000"" not a generic. It's pretty impressive.The mouse is smaller than I am used to, but I like the size. It seems to let more of you hand rest on the desk, rather than the mouse, using only your fingers for the mouse. It also seems to be faster and more precise than others that I've used. It seems to glide like Teflon.When the system starts, or goes to sleep, there is a small delay before the mouse is useable. Nothing to get upset about - there's nothing you can do on the computer yet anyway!The bad news is my Update: This is nice hardware - I like the way it works, but the batteries last only a few weeks. That's too costly! So, I am retiring it and replacing it with aMicrosoft 2.4GHz Wireless BlueTrack Technology Laser Explorer Mouse with 30-Foot Range and Easy Battery Recharging Base (5AA-00001)., which is wireless but rechargeable.So I am taking off two stars because of this.",3.0,Some Good News and Some Bad News!,1298592000,"02 25, 2011"
