helpful,unixReviewTime,reviewerID,reviewText,reviewTime,overall,asin,summary,reviewerName
"[0, 0]",1397606400,A2HLNXOYLMERTC,I love this mount.  This is the 4th one I've bought and it works great every time.  excellent seller and excellent product,"04 16, 2014",5.0,0972683275,Buy this mount its the best,anthony smith
"[0, 0]",1357689600,A3CCITVF0WL6KE,I am very glad for buying it.  It is heavy duty and good quality for the price.  It was very easy to install.,"01 9, 2013",5.0,0972683275,VideoSecu Swing Arm TV Wall Mount,A. Ramos
"[0, 0]",1374105600,AYQNWE3AX4H08,this holds up my 55inch sony with ease. make sure u mount this with ur own lag screws into the heart of the 2x4 ur mounting to and u won't have any problem--u may have to make a modificatoin or two but use ur brain and figure it out-- it'll be there till the house falls!!!3inch lag screws is the way to go don't be cheap go buy em.---how much did u pay for the tv????,"07 18, 2013",5.0,0972683275,work great,"arl6969 ""arl6969"""
"[0, 0]",1402617600,A3P24ZSF9IQRJJ,Nice quality still works great... very happy with this purchase... need to add 10 more words.. so what can I say its a wall mount that I haven't had any problems with,"06 13, 2014",5.0,0972683275,great,average customer
"[0, 0]",1336435200,A1JI3XL5ME8CWM,"Great bracket for small TVs.  I used it on a 19"" LCD and it worked well.  The large mounting plate may block some connections on some TVs.  Installed easily and could be adjusted to make level.  The links were very tight and need to be loosened for initial installation.  When the TV is in the desired position, you can tighten them up.","05 8, 2012",4.0,0972683275,Great product for money,Beakeagles
"[0, 0]",1375574400,AQBLWW13U66XD,"I bought this for a 22"" TV for my son. I mounted this onto the corner stud and it works great! I love the angles it can achieve. Fees Very sturdy and well built. It works perfect for my application. Very happy with this purchase!","08 4, 2013",5.0,0972683275,High Quality/Low Price,"Benjamin Belanger ""v dbl u"""
"[0, 0]",1396828800,AUKEU9CW56TT4,"I am using this mount for a 39 inch Vizio TV and it has been great. The installation process was quick and easy and we LOVE the variety of angles that you can get from this mount. We have it on a side wall in our bedroom and we can pull the tv out and move it completely perpendicular to the wall on which it is mounted if we want to. (We don't usually move it quite perpendicular, but it works to do this.)My only complaint is that the joints are a little on the stiff side. It takes quite a bit of force to move the TV from one position to another. It's a little hard for my wife to do-- especially with the TV mounted about 6ft up on the wall. It may be possible to loosen these pivot points, but I have not tried. I'm a little nervous about making it less stable if I do.Overall, it's a great mount. Highly recommended.","04 7, 2014",5.0,0972683275,Easy to Mount; Rock-solid,B. Kilpatrick
"[0, 0]",1296086400,A23A7OH3AM0PDA,"I installed this for my sister who had a 22"" Philips LCD. Nice sturdy mount, with all of the nuts, bolts, screws included. Only problem was that since my tv was so small, and I was using the most inner mounting hols on the mount, the outside edges of the mount covered both the cable connection, and the power cable connection. Instead of returning, (then paying $70 from a local store) I simply went to a hardware store, got a 1 & 1/2 inch boring tool that attaches to a hand drill, and drilled holes into the mount. It was pretty easy, but a bit messy. It is not visible after mounting the TV, so who cares?? It is one thing to consider before buying this, there may be another mount that does not cover your TV connections. Otherwise swivels well, does not sag, good value.","01 27, 2011",4.0,0972683275,"Nice Mount, beware of cable connections",B. Onat
"[0, 0]",1356220800,A12AU3CNAWYO5D,"Didn't think it would work as well as it has,because the metal was a lighter guage thanwe expected, but it hardly deflected from theweight of the TV, even extended straight out.","12 23, 2012",5.0,0972683275,Works like a charm so far,bonbon
"[0, 0]",1353801600,A5O0P0JV6PLU3,"very heavy duty construction, extends, tilts perfectlya steal at this pricewill be happy to buy another 1 or 2 if needed","11 25, 2012",5.0,0972683275,deal!,bone
"[0, 0]",1290211200,A27X48PMUGK6U4,Well constructed wall mount for TV sets up to 37 inches. The mounting  plate has numerous holes for varius sets. Plenty of extra hardware provided. Price was about 1/8th of what it would cost on the open market. I recommend it highly.,"11 20, 2010",5.0,0972683275,HD TV wall mount,Boyd
"[0, 0]",1306800000,A2KQDWZZUBBNOJ,"I used it to mount a 32"" LCD TV to the wall... about 28LBS.  I installed it in less than 1/2 hour and am very happy with the results.PROS:-Comes with all of the hardware you'll need-Comes with some extra hardware of which I have NO IDEA what it is there for.  I suspect it's a 'universal' hardware pack for several models and not all hardware is used for all models, but it's nice to have a little 'extra' (which is always better than not enough!)-The included Level is nice... well it's cheap but it works!-The instructions did a decent enough job of explaining how to install the unit.CONS:-Metal is just a tad on the flimsy side.  I have no problems trusting it with my &lt;30lb television but if I were to mount something closer to its maximum rated weight of 55lbs, I think I would be quite a bit nervous about it holding up.-The holes in the base were just a little bit too wide for my wall stud.  I think the particular stud I was installing it onto was a typical 2X4 and if centered, the left and right side holes were just a little too far to grab both sides of the stud.  I had to reposition it so that the center holes were aligned to the left side of the stud, and that the right side holes were aligned to the right side of the stud.  As a result, I was only able to install four of the six bolts to hold it in place, but I don't feel it will be an issue with my 28LB television.  If your house uses wider studs this probably wouldn't even be an issue.-The metal does sag just a little bit with the weight of the television on it.  I mounted the base just a little bit ""off level"" to help compensate for this, and had no problems getting the television level using the adjustments available to me.CONCLUSION:  All in all It's not a bad unit.. ESPECIALLY for the price.  Yes I would have liked to see a sturdier unit, but when you take into account the &lt;$30 price tag, it's an excellent bargain.  I don't think I'll have any issue with a static mounting of my TV in the corner of the bedroom *BUT* if you are considering installing this unit for a television that will see a lot of traffic, constant repositioning, etc... then you might want to spend more money on something sturdier.","05 31, 2011",4.0,0972683275,It works!,Bradley Pool
"[0, 0]",1329436800,A27XULAA9X5ZGQ,"This mount is excellent. It is very well built and sturdy. I used it to mount a 32"" TV and it fit the need perfectly. The price was also very good and much, much cheaper than what an inferior mount would cost in a retail store. I would definitely recommend.","02 17, 2012",5.0,0972683275,Very Pleased,Branon Young
"[0, 0]",1393459200,A3IIGCFLKVFW8M,Works great and is so much cheaper than the more expensive versions at the Big box stores. It is super easy to install yourself too. You just need a drill and a ratchet set to get it into the stud (oh yea a stud finder too).,"02 27, 2014",5.0,0972683275,Holds a lot,"Brian M. Kaplan ""Brian M. Kaplan"""
"[0, 0]",1402617600,A20VSTDILG9K7H,"We bought this for the tv in our gym as it gets moved around a bit.  It's definitely sturdy and works well.  Our tv in there is 24&#34;,","06 13, 2014",4.0,0972683275,Works well,Busy Momma
"[0, 0]",1310428800,A3VKO21KYDJQ2W,"For the price, you can't beat it. Mine didn't come with any of the screws for the TV, but luckily I had some leftover from another mount so I didn't want to bother returning it. Also, not sure what they mean by tilt, but mine doesn't. The arm extends in and out as said, tv swivels left to right, but does not tilt up and down as was my expectation. Otherwise, can't beat it for the price as in Target/Best Buy etc., these are going for $60+.","07 12, 2011",3.0,0972683275,Great for the price.,C. Aaland
"[1, 1]",1347494400,A1MSO6LERG39PC,"Cannot beat this deal anywhere else on the web!  All other retailers are over-priced for what you are getting - a couple pieces of fabricated metal to hold a TV that articulates! This mount is reasonably priced.Pros:  Easy to install (helps to have a cordless driver to drill 6 pilot holes, and to drive in 6 lag screws. You also need to have a stud finder).- Well fabricated- Mount does everything advertised (i.e. articulates - you made need to loosen up some nuts)Con's: Really stretching here since this is a good deal: Instructions could use some help for the ""novice"" DIY'ersInstall tip:  It really helps if you have a second person assisting you for the final step of mounting the flat panel to the TV mountInstalled a 15.5 lbs, 26 Inch Flat Panel LCD (VESA 200mm X 100mm) to this mount. Mount works beautifully! I originally had the TV sitting a little high on a stand, but then the picture was not as good because of the upward viewing angle of the screen (inherent problem with cheaper LCD's - not being directly in front of a LCD screen) - this mount corrected this issue by allowing me to ""tilt down"" the screen.  I would strongly recommend this mount if you are in the market.","09 13, 2012",5.0,0972683275,Outstanding Articulating Wall Mount!,cajunjake
"[0, 0]",1366848000,A20Q4FIBCAG2ZV,This mount is easy to install and very sturdy and is very functional and very affordable for the price. A+,"04 25, 2013",5.0,0972683275,great product,cameron
"[0, 0]",1361059200,A1980MGZXSGJP,"Works like a charm! Lies flat on the wall when I want it too and pulls out and swivels like a charm when I need it too!The instructions call for it to be mounted into a stud in the wall, however mine is mounted directly into the drywall using heavy duty anchors and it works perfect as well! This is a great product for an amazing price!","02 17, 2013",5.0,0972683275,Great product for a great price!,"Captain ""Captain America"""
"[0, 0]",1326326400,A1GLL5CJ1SFAMS,"Easey to put together and install. Used to mount a 37"" LED flat screen. Instuction say to mount the complete unit but if you mount the TV to the back plate on the ground first its a one person job. Well built product for being made in China.wish you could buy American made, better luck next time.","01 12, 2012",5.0,0972683275,wall mount,"Carolyn D ""Carolyn D"""
"[0, 0]",1360454400,A2683OJ85CLWFA,I hung this in my house with great ease and it held up my 8 year old son because I wasn't going to put the 55&#34; flat screen on it to find out that it failed. Fully extends out 2 feet. This was worth the money.,"02 10, 2013",5.0,0972683275,Booyah!,Castle
"[0, 0]",1355097600,A3M6S7Y1FNPOLD,"Wanted the monitor off of the desk, so we mounted on the wall.  I would have rather had a vertical adjustment as well, but for the price, this unit does the job.","12 10, 2012",3.0,0972683275,"for 25&#34; monitor, it worked well","Charlie Troutman ""Charlie"""
"[0, 0]",1388620800,AOU1TM9UA1BZF,"very secure, we did have to use concrete bolts thought since we were putting it on an outside wall made of lath and plaster with concrete brick on the outside.  One of the best features is there is one piece that attaches to the tv and another that attaches to the wall.  the piece on the tv actually hooks onto the piece on the wall.  I am really happy with this purchase.","01 2, 2014",5.0,0972683275,awesome,chicago mom
"[0, 1]",1373587200,A3S5643F4JNLQQ,"I live in a studio condo and I needed something to rotate to see from my bed and my couch on the other side of the main room. Once you figure out which instructions to use (several varieties are included to accommodate different scenarios and tvs), they are pretty thorough. Don't be afraid to tighten specific &#34;joints&#34; and loosen others to get it how you want it.Originally had bought a different one, and be careful of this, but it didn't didn't have near the amount of swing as this one does.","07 12, 2013",5.0,0972683275,Just what I was needing.,chitownrun
"[0, 0]",1364947200,AJIA55AVU0CUS,Holds the TV fine and the articulation is great.  We use it in a downstairs bedroom where we can move it to be seen from the bed or the treadmill.  Has cable mgmt as well.,"04 3, 2013",4.0,0972683275,"For 22"" LCD","Chris C ""Chris C"""
"[0, 0]",1324598400,A3C51ESBUD8QAJ,Another great buy from Amazon. The local stores wanted twice the money and the other mounts were cheaply made. this mount is made well and you get a free hdmi cable and level with it,"12 23, 2011",4.0,0972683275,videosecu articulating wall mount,chuckn
"[0, 0]",1369353600,A3IC6OB22INS9,Just to know that the TV will sit off center of where the base is placed. Other than that it has held up and worked.,"05 24, 2013",4.0,0972683275,product worked as advertised.,C. Johansen
"[0, 0]",1390348800,A3ISZ8KLXYYI7P,"This is the best mount I have ever found, especially for the price.Home Depot has a nearly identical mount for $90.This mount comes with every fastener you could need from Lags, Hollow Wall Anchors, Spacers, to varying lengths of Metric Fasteners to most if not all TVs.They mount easy and are sturdy; I have a 60&#34; LED TV on one without issue.I also have 32&#34;, 42&#34;, 46&#34;, and 50&#34; TVs on them; I have used these to mount every LED/LCD TV I or friends have mounted.","01 22, 2014",5.0,0972683275,Best Mount Ever,"C. Lackey ""Great Product"""
"[15, 19]",1286236800,A3QH8VQDE7HZCR,"Quality was excellent. Instructions were clear. It was not clear about a tilt feature, but there was enough to level it when I finished. Be careful to get the wall bracket real vertical. (I was using it for a 23 inch computer screen so I really need it to be level for reading.) Everything I needed plus lots of extra hardware for different situations.","10 5, 2010",5.0,0972683275,Real value for the money,costaricachris
"[0, 0]",1306886400,A6J8D9V5S9MBE,"In the process of turning our master bedroom into a fortress of solitude for my wife, we decided to mount ourPanasonic TC-L32X2 32-Inch 720p LCD HDTVon the wall, above the dresser, to save some space. (You can never have enough dresser space for displaying tchotchkes, amirite, fellas?) My wife wanted a fixed wall mount but I thought the viewing angle required some articulation. (In hindsight, fixed would have worked, too.) This unit was highly rated and the price was right. Sold.The installation was straightforward and fairly simple. The only point at which I needed some help was in balancing the TV while I attached it to the arm; otherwise it was all me. I think it looks great; my wife says it reminds her of being in the hospital. (Sorry, Honey.) When we mount thePanasonic VIERA TC-P42S30 42-Inch 1080p Plasma HDTVin the living room, I'll definitely use a flat mount.You could spend four times this much on an articulating TV mount, but I don't see why you would.","06 1, 2011",5.0,0972683275,Simple and effective. Just the way I like it.,Curtis G
"[1, 1]",1328572800,A39Z4OU2C7ENWH,"I gave this mount 3 stars.5 to start because out of the box, and mounted on the wall, I really liked it for my daughter's room. The ability to move her 26"" TV around so she can play in other areas of the room is a welcomed addition.I subtracted 1 star because of the tacky instructions and poor cable management for something that moves at maximum, about 2 feet away from the wall.1 more star fell off because now that the TV is mounted, the mount seems to sag, even though there are two huge lag bolts in a stud mounting it. That parts not the problem, the problem is where the tv mounts to the plate itself, it seems no matter how many washers you use, it just does not make full contact. Also if you move the TV to a new position the mounts seems to want to ""fall"" in that direction on its hinges. SO it must be releveled by yanking on it every time it moves.Otherwise, it works I guess. But for $50 I'd rather have a stationary mount that I never have to worry about. I would not set a tv larger than a 30"" or so on this. I just don't trust it.","02 7, 2012",3.0,0972683275,"Works, but I don't trust it",Dave C
"[0, 0]",1331078400,A2E5IK9TUH8UPD,"For the price, this wall mount is great.  Not too hard to install.  The only reason I didn't give it a 5 star is wire management.  I could not get the little loop to work.  Not a big deal at all however.  Overall, I highly recommend this product.  Well worth the money.","03 7, 2012",4.0,0972683275,Easy to install.  Wire managment is not the best.,David
"[0, 0]",1363737600,AEQR0VUFBZXUY,"Needed a corner mounted Flatscreen. This did the job well, easy to install. I had to mount in a metal stud, so I used two support boards in the back to distribute the weight more evenly. Expectations of item met at a fraction of the cost from competitors.","03 20, 2013",5.0,0972683275,Good corner mount,"D. Durbin ""Student of Poetry, Student of Life"""
"[0, 0]",1296950400,A13BWQDECDDVIZ,"I'd never bought one of these, mainly due to the high prices in the retail stores.  I hadn't looked online much, and hadn't really needed a monitor mounting device until recently.This thing is well built, and it does the job.  It's not fancy but if you are just looking for an inexpensive way to hang a monitor (TV or PC) on the wall this will do the job.  It comes with a nice bag of heavy-duty hardware.  It is primarily designed for mounting TV sets, but you can get it to work with a PC monitor, as long as it has the VESA mounting.It mainly articulates side-to-side and in-and-out.  It'll pivot a bit up and down, but that's limited.","02 6, 2011",4.0,0972683275,VideoSecu,D. Jacobs
"[0, 0]",1371427200,A12XCRHPREC51Y,"Only gave this four stars because it's only supporting a 32&#34; TV. I think I would be scared to mount a 55&#34; TV on it. If you sprang for a 50&#34; or bigger TV, spend a little more on a properly rated mount. As with any TV mount, make sure you're hitting wall studs with the main screws, don't just use anchors in drywall or you're asking for trouble. LOTS of hardware included in the kit, so mounting any style or brand of TV shouldn't be a problem.","06 17, 2013",4.0,0972683275,Nice mount for the money.,DnP
"[0, 0]",1380240000,A3QPJS71FU70MX,"Nothing fancy, just decent quality and simple installation.  As may have been mentioned, one must discard the provided Phillips screws that the manufacturer provides to affix the bracket to the wall stud.  Use your own.  The TV I mounted with it is an older flat-panel, so it's a little heavier than the news ones.  This thing isn't fazed, and stays where I put it.","09 27, 2013",4.0,0972683275,These mounts are amazing,Donald Jones
"[0, 0]",1379462400,A2A3B0JX2JRS6S,Amazing how easy it is to move my 46&#34; around on this mount and able to hang off one stud. Nice quality feel to metal it is made of.,"09 18, 2013",5.0,0972683275,in love with this mount,Dustan Dennington
"[0, 0]",1384300800,A1ZPEZMQBCTZQN,"Very sturdy. The arm is very stiff at first so you have to work it lose.  However, the mount works great, just make sure you get that stud just right. I was impressed with the quality and happy with the price.","11 13, 2013",4.0,0972683275,Works great.,Dusty
"[0, 0]",1324080000,A2OGXHE7PVLTOE,"Don't have anything to really complain about.  EXCEPT there doesn't seem to be a way, or i'm missing it to tilt the TV up or down (ie. mounted high on the wall and pointed down towards the chair).  and i am quite savvy with tools/assembly/etc. And it is difficult to get to the bolt heads on the back of the TV to adjust the angle.  No reason to not buy it though.","12 17, 2011",4.0,0972683275,no problems with it.  works as intended.,D. Wallas
"[0, 0]",1360195200,A3OYE7X2O08LNT,"Bought the mount for my 30&#34; Dell U3011 monitor.  It fits the Dell quite well, and I bought it for it's reach from the wall, it's ability to manipulate, and it's weight capacity.  And in all those respects, I'm quite happy.However, there is a noticeable tilt/sag to the monitor when I have the arm extended.  I'm not so concerned with sag perpendicular to the wall, as that was expected, but the rotational sag that I sometimes get.","02 7, 2013",4.0,0972683275,"Works good, but has some sag",dwilly910
"[0, 2]",1355702400,A2LR9WP2JGDT8E,"The mount plate and the extender arms need to be screwed together and there are two holes for each arm to attach to the corner of the plate. The holes don't align so I couldn't put two screws in. I just used one screw which is not the most secure attachment. Then I used zip ties to secure the arm better. I did this because I had to install the tv ASAP and could not wait for a replacement. Also, the mounting bracket that attaches to the wall has a larger screw hole on the bottom. This means that the bottom can wiggle and the bracket will be misaligned. Again, I did a quick fix. I gave this 2 stars and not 1 because it actually stayed up on the wall and is now holding my tv, albeit due to my own ingenuity and not the quality of the mount. I should not have to do quick fixes on a product like this.","12 17, 2012",2.0,0972683275,screw holes don't align,E. Coronel
"[0, 0]",1332028800,A18FTRFQQ141CP,"VERY HAPPY, it looks great, I'm so happy we got it. Holds good, it is a lil hard to get it to the wall. Other then that its fine I love how we have more room in our room. My husband is so happy I ordered this, it only cost us $28 free shipping and FAST(: VERY THANKFUL TO THE SELLER.","03 18, 2012",5.0,0972683275,SAMSUNG 32in PLASMA(: DOES THE WORK FOR US ( FAST SHIPPING!!!!!!!!),ela92
"[0, 0]",1297468800,A1XEYWWDJ09OEA,"I wasn't willing to pay $100 for simply mounting a TV, so I bought this item to give it a shot. I have no real complaints.  It holds the TV up, which is all I wanted.  It does not have smooth pivot points, so if you're planning on moving it around a lot, don't use this one, but if it's going to stay in a static area, this is your mount.","02 12, 2011",4.0,0972683275,Great mount for the price,Eric Fleckenstein
"[1, 2]",1354320000,A2JMN2JA9LSHVL,"Bought NEW but I could tell right away that mine had been repackaged and refurbished.  Plus the was missing the 4 arms but had some other random hardware included.  I made mine work for my 32&#34; set and it serves it's purpose. Just wish the seller was upfront on the condition, I could have bought a used one for $5 less.","12 1, 2012",1.0,0972683275,"Bought NEW Stand for $25, but mine had the 4 arms missing and was refurbished",Eric G. Gruner
"[0, 0]",1360540800,A3ATF868IEP191,This is a rather good tv mount. This tv mount works exactly as expected and described. I would buy again.,"02 11, 2013",4.0,0972683275,good mount,Eric
"[0, 1]",1359331200,A14O9P3DV5EHKO,"I had to use a hacksaw to cut away part of this to hang my 24&#34; LED TV in my bedroom. Other than that, seems to work fine.","01 28, 2013",3.0,0972683275,A little big for 24&#34; TV's,E. Solch
"[0, 0]",1375142400,AVHB9LLVCTEKY,"I have a 42&#34; Hannspree LCD TV. It weighs 42.5 lbs. Most other reviews said they had a TV smaller than this so I was a little skeptical but got it because of the good price and it said it could hold 60 or so lbs. Most of my reservation was because it was the first time I've mounted a TV and worried it would fall within a week. I've had it over a month and its nice to have it be able to swing out, extend, and angle. I like the fact that I can get a bigger TV and still use this mount as its in my living room. It was not too hard to install. I bought a stud finder because I didn't have one and most everything else I already had to install it. I do highly recommend recruiting some help with the install, at least for when putting the TV on. This would be extremely hard by yourself, especially if you have a bigger TV. Overall, very happy with this mount.","07 30, 2013",5.0,0972683275,Good and versatile,Evan Caltrider
"[0, 0]",1395878400,A2GPNXFUUV51ZZ,Installed easy and in no time at all (finding the stud was the hardest part for me).  Articulates well with the 40&#34; TV on it. I would not hesitate to look for this brand when it is time for the next TV mount.,"03 27, 2014",5.0,0972683275,"Easy install, great price, good performance.",Farmer-Al
"[0, 0]",1373587200,A3CLWR1UUZT6TG,I have two of these now in different rooms. Works well with my Samsung TV'S  for the size noted above,"07 12, 2013",5.0,0972683275,Works well,"FD Firefighter 121 ""Remember the 343"""
"[0, 0]",1376870400,A1V8UZ63FQD382,"We got this one recently and its a great wall mount. The unit is pretty heavy, so you will need a helper. It also includes a variety of screws to mount also. Our TV documentation stated it was a 400x400 pattern. But after putting hte plate over the back, seems we didn't need the extra extenders as its 200x200. This is on a Samsung 40&#34; 5000 series LEDTV.The arm is hard to push and pull, but that is more due to being new and stiff. Make sure you adjust the tilt angle screws as our unit came with them loose so we had to tighten them.I initially was scared to mount it (what if it falls if I screw up!!!) but its pretty easy. Not only did i use a stud finder to get the general location of the stud, but i also used nails to get the actual edges (those basic studfinders are never &#34;exact&#34;). make sure you do the same.not bad for $30-ish","08 19, 2013",5.0,0972683275,Great product,"FL Guy ""FL Guy"""
"[0, 0]",1357171200,A3Q7DHKIU7TMBI,this is a good product.  It went up easily.  I did it myself.  I wish I might have gotten one with a little more adjustment.  It's very rigid.,"01 3, 2013",4.0,0972683275,for my office tv,follownobody
"[0, 0]",1355184000,AOOQGCJEV25VT,I have purchased 3 of these wall mounts and they hold my 37 and 32 inch flat screens perfectly. I love these and highly recommend them.,"12 11, 2012",5.0,0972683275,One of the best wal mount sets ever!!,Frankie
"[0, 0]",1335916800,A24OHQK700QEIW,"Very good item; I am happy wit it, and delivery time was excellent!!  I recomended; is a good support for your LED TV. It is easy to install, and it have extra screws for different sizes TV.","05 2, 2012",5.0,0972683275,Very good!!,Fredy
"[0, 0]",1309564800,A3T3M5EYGCWSUA,"This was perfect for my 24"" LED monitor, I had it up in just a few mins and with no problems.  It included a small bubble level and it also came with a 6' HDMI cable which I was not expecting.","07 2, 2011",5.0,0972683275,Strong/Easy install/ and comes with HDMI cable also!,Frequent Amazon Customer
"[8, 18]",1291161600,A38FGQVJM18OWV,"I checked around Amazon as well as some other sites, and decided these were what I needed.  I read the reviews, looked at the pictures and bought two of these.  I received them today.  I unpacked one of them, read the instructions and immediately filled out the return request for Amazon.  These mounts are very, very heavy and require 6, yes SIX, screws to mount to the wall.  Are you kidding me?  The TVs are only 22 lbs!  Two screws in the studs and then more damage to the wall than is necessary.  What a joke!  And Lag bolts?  Ever heard of screws?  The other issue is that these are very hard to move.  I bought an articulating wall mount for a reason, and I expect them to be able to move without a wrench in my hand.","12 1, 2010",1.0,0972683275,What a piece of junk!,"George S. Mitchell ""gsmitchell"""
"[0, 0]",1395446400,A1CA40102FA5N0,"Installed easily, has a nice long reach.  Attached a 32&#34; TV for the grandkids and it works out great. accomodates many different size TV's and was a very good price.","03 22, 2014",5.0,0972683275,Nice reach,Gerald Wendel
"[0, 0]",1377734400,A12PFARGH9ELDI,"For the price.....can't be beat.  I have two TV's hanging in the living room.  No issues, easy to hang.  I would recommend to a friend.","08 29, 2013",5.0,0972683275,"For the price, can't be beat.",G. Kelly
"[2, 2]",1382400000,A1P560UNX4SBE7,Works Great. Holds my 40 inch TV effortlessly. Very well built. Definitely worth the price. Easy to install TV to the mount. Has cord clips. TV can be tilted up or down and sideways. Extends from the wall 24 inches. I highly recommend this brand..,"10 22, 2013",5.0,0972683275,Samsung TV wall Mount,goatbear2
"[0, 0]",1295654400,A28RVT20CEXA8B,"Used this with a Panasonic 22 inch LCD. Very durable and works as advertised.It was advertised as fitting 22""-37"" televisions, but the size of the t.v mounting plate is so large that it covers some of the plug connections on the back of the television. I will have to cut the metal plate to get to the P.C connector if i choose to connect a computer.Haven't decided if i will keep or send back to get something with a smaller mounting plate.Other than that, it's a great product and meets my need for a hanging television.","01 22, 2011",4.0,0972683275,Durable,Golfore
"[0, 0]",1360886400,A27OMVFGJXH1VB,"I have a 47&#34; TV and had no place to put it in my bed room. With this mount it use the space i had a poster hanging. Very easy to install, came with all hard ware.","02 15, 2013",5.0,0972683275,Got Room?,Goneanddidit
"[0, 0]",1384646400,A3E4YU6APQLRKE,"Great Mount, so many areas of articulation. This was a great gift idea my mother loves it. I have purchased two of them and they are sturdy and give a touch of class to every room you put them in. A must have any video file or those who want to save space in a bedroom or office.","11 17, 2013",5.0,0972683275,One more elegant solution for the home or office.,Green_Steve
"[0, 0]",1359763200,A1N4DKWTQ9YP1Q,This is perfect for what I needed it for. I can move the screen from side to side if I need to and I don't have the TV sitting on my desk.....,"02 2, 2013",5.0,0972683275,Wall Mount,"Heidi L. Rathbone ""HLR61"""
"[0, 1]",1360627200,AD0VA39FRVNKN,have not had the opportunity to install the tv mount as of yet - will follow up once mounted in place. great price and quick shipping,"02 12, 2013",5.0,0972683275,Vide Swing Arm tv mount,HM
"[0, 0]",1383782400,ABM9CL72EGWKN,Why pay the $$$$ at Best Buy when you can get the same products for a fraction of the prices here.  The VideoSecu Long Arm TV Wall Mount Low Profile Full Motion works great.,"11 7, 2013",4.0,0972683275,Good Product,Hold Fast
