helpful,unixReviewTime,reviewerID,reviewText,reviewTime,overall,asin,summary,reviewerName
"[1, 1]",1298678400,A1KUEYKLNP6CIW,"I needed to be able to connect components in my home theater system and this was PERFECT for the job. Yes, there are a couple of these even cheaper, but sometimes you do get what you pay for. This is a hefty little box for the size and it feels quite solid and well made. While I agree with a couple comments regarding the location of the power plug, it was not a deal killer for me at all. It sits back behind everything and is in no way an eyesore among my TV and game gear. I have it connected to an XBox, my DVR, a Sony BluRay player and have one port still available if I ever decide to connect my TV. I ran an ethernet cable from the modem/router in my media room into the family room via the attic, and once connected, all components worked immediately with no issues at all. We ended up using the extra port for a few days while we were having problems with our wireless network before the replacement router arrived, and the connections on the notebooks were excellent as well. (Wireless module had gone out, ethernet was still working fine obviously!)This is an WONDERFUL deal for the price, especially with the rebate.EDIT: Been meaning to mention this for awhile.. I liked this particular switch so much that when we needed it, I bought another one of these for a different room, it works just as well. Both are still working flawlessly and I HIGHLY recommend this item if you are in need of an ethernet switch box!","02 26, 2011",5.0,B00002EQCW,EXACTLY what was needed.,Amazon Customer
"[17, 17]",1244332800,A29XOCWBBZCUI0,"I purchased one of these to split out the CAT5 cabling in my basement; I only had one cable coming in but needed three.  So far it has been working 24/7 for the past 6 months with no problems.This switch is super simple.  There are no web interfaces and complicated configuration steps to go through.  Don't need them.  Just plug it in, plug in your CAT5 cables and go.  The hardest part of the installation was installing the screws for wall mounting it.The only thing I can complain about is the huge power supply that powers it; I'm pretty sure it outweighs the switch and it is large enough that if you plug it into the top socket of an outlet it will block the bottom one.  Thankfully, Netgear chose to go with prongs that allow it to be inserted upside down in a socket.  Additionally, they provided about 5 feet of wire to give plenty of flexibility in locating the switch and I was able to place it in an inconspicuous spot.If you need expand your home network, this little unit will do it in a snap.","06 7, 2009",5.0,B00002EQCW,Simple and Reliable,"Amazon Customer ""reverendlinux"""
"[2, 2]",1360108800,A1BMQC79FGKV00,Switch works without any issues.--- -- --- --- --- ---- --- --- --- ---- ----- ----- ---- --- ---,"02 6, 2013",5.0,B00002EQCW,Works,Anon
"[0, 0]",1403222400,A3766V4YCREN0D,I installed one of these on each of the two desks that me and my wife have in our home.  Now we can plug into the network with a 3' cable and we are off and running,"06 20, 2014",5.0,B00002EQCW,great product,AnotherTexan
"[0, 0]",1355184000,A3HYTLSRSV68HF,"Granted a wireless switch is not the most complex of all product purchases, I was more than happy with the setup. Unwrap, plug-in to your existing network and you're in business.","12 11, 2012",5.0,B00002EQCW,Easy setup and works like a charm,Armin Fakouhi
"[0, 0]",1403913600,A1F4P9AXMQ4XZU,It worked as soon as I plugged in the switch off the router.  Each device I plugged into the switch connected right away.,"06 28, 2014",4.0,B00002EQCW,It does what it's supposed to do.,"ArmyVet ""Armyvet"""
"[2, 2]",1318377600,A1MEY9ETHMVX4Q,"The package arrives neatly packaged and properly secured. The packaging is easy to open and everything needed is included except for an ethernet cable, but you should have 1 or 2 of these laying around already.Installation is super easy, just plug in the power connector and plug in your in and out ethernet connections and you're done.Construction is very solid and I can see this box lasting almost forever unless you drop it from a 20 story building.","10 12, 2011",5.0,B00002EQCW,Perfect for Home Network,Arthur
"[0, 0]",1402358400,A2XW6VPIR979KN,What can I say? It does what it should - It's Netgear! We have never had any problems with netgear products and for $8 who could pass this up?,"06 10, 2014",5.0,B00002EQCW,Netgear,Auda L. Freemon
"[0, 0]",1402358400,A3KHL3O4K6WMXN,"Plug it in and it works - why can't they make all computer devices this simple?  No setup, no muss, you've already got about 50 of the cables you need from old devices.  Nothing could be better.","06 10, 2014",5.0,B00002EQCW,Yeah - that's what I'm talking about!,AvonCT
"[0, 0]",1384819200,A24B12OG6NW0WH,"Works like a charm, no issues no concerns, no problems. Used the in cascades with ~70 machines.  Tried it for many months now.","11 19, 2013",5.0,B00002EQCW,Perfect,"Ayesha A. Khan ""umm_m_m"""
"[0, 0]",1390435200,A1W476YCP7DZ2S,A nice looking product in a metal case.  I plugged in the cables and the power supply and it worked.  End of story.  What more could one want in a switch at a good price.,"01 23, 2014",5.0,B00002EQCW,Good looking five port switch,BillH
"[0, 0]",1360713600,A3L5VIXGTCW2X9,"Easy to plug in, works exactly as it's supposed to, the price is right. Don't forget to have extra Cat5 cables around to plug into your router. Better yet, pick up some using Amazon's &#34;add-on&#34; program with the low, low prices and free shipping.","02 13, 2013",5.0,B00002EQCW,"Reasonably Priced, EASY to Hook Up",Bird Person
"[0, 0]",1383004800,A2YFWEBG4CGKP0,"Seems to help the speed and visuals appear faster. No problems with it, would purchase again. Keep in mind this is a switch, not a modem.","10 29, 2013",4.0,B00002EQCW,Helps speed,bluecajun
"[0, 0]",1366675200,A3K7PWRX8GXJZP,"With all the items I have to hook up online, there is just not enough room on a router to hook everything up.This is where this great switch comes in to action. With a jumper wire from the router to the switch, I can then add all my other data line hook ups with out loosing any power or speed.Who ever thought of this is a genius!If you find your self running out of room to hook things up, this is your answer.","04 23, 2013",5.0,B00002EQCW,Great Internet Switch,Bomber19555
"[0, 0]",1384300800,A2X117IF5LX1B5,"Installed this switch to serve a printer and desktop PC. It's been rock solid so far. The printer would not hold a reliable wireless connections, so I opted to use its ethernet port.","11 13, 2013",5.0,B00002EQCW,serves a printer and PC well,Bryan
"[3, 3]",1306108800,A1720HQJ5FZ87L,For me this was very simple to install and set up.  Basically just plug it in and plug in the Ethernet cables and it worked.  There was no software that had to be installed and so it was about as simple as it gets for me at least.,"05 23, 2011",5.0,B00002EQCW,NetGear 5 port switch,"Bryce Pursley ""Bryce"""
"[0, 0]",1380672000,AMHDZ16XSYASU,"I have owned these for roughly a couple of weeks, but i have never had any issues with any other Netgear switches that I have bought in the past.","10 2, 2013",5.0,B00002EQCW,Great,btravis
"[0, 0]",1359936000,A28ORIA0YWRKEK,I bought this little switch to run either my BluRay player or my Logitech Review from one ethernet cable which runs from my router.  Build quality is good and it works great.  I would recommend it.,"02 4, 2013",5.0,B00002EQCW,This little net gear switch works great,Cal Stevens
"[1, 1]",1304812800,A2CNZUBFWM361Q,"The reason that I purchased the device is because I ran out of ports on my router. I need two devices to share a port on the router at different times of the day. I didn't know if it would works, but it works great. For $19.99, one can't go wrong. JMC","05 8, 2011",5.0,B00002EQCW,Ethernet  port sharing on Router,"Captain Cole ""JMC"""
"[0, 0]",1290297600,AEGLY4IPD9UWP,"I do a lot of networking with other businesses (Linksys and belkin) love the Linksys and the belkin both.I am very happy with this switch, it workes great without problems (sofar), connects easely and smoothly with-out trouble.I love this switch.It says, connect and use, I just connected all the cables, with in seconds, it was working GREAT with no problems.I recomend this to anyone.If anything goes wrong, I will update.(Bought at staples)(I am using my moms account)","11 21, 2010",5.0,B00002EQCW,"First time using a netgear, I love it!!",Carolyn
"[0, 0]",1298592000,A2P7N9VW82JOKE,"Nice little switch box that works exactly like it should. I unboxed it, mounted it on a wall, plugged it in and it was good to go. Better built and half the size of the D Link switch it replaced. I really like the fact that it has a metal housing and not cheap plastic. If you need a well built an inexpensive switch I highly recommend this one.","02 25, 2011",5.0,B00002EQCW,Works like it should.,Charles M.
"[0, 0]",1403568000,A2HZLT6N4OLB4J,"Its tough, its reliable, no configuration necessary.Well suited for home or industrial use.I've bought many of these over the years for myself and for clients; I've never had one go bad and the quality has maintained itself over the years.  Fantastic product.","06 24, 2014",5.0,B00002EQCW,Great Switch,Chris
"[0, 0]",1367020800,A10UQI8QS0Z2N3,"Owned it for over a year, works without flaws. Simply plug in your stuff and it works. If you're looking for a ethernet switch, then you've found it.","04 27, 2013",5.0,B00002EQCW,Does the job. Excellently.,Chris
"[0, 0]",1370304000,A25UHHZKAFJ563,"good buy, good product.  works great for exactly what we needed. no problems so far & the reviews were good.","06 4, 2013",5.0,B00002EQCW,good value,Christine Leonard
"[0, 0]",1384041600,A3J2YU2D9BH2J7,"This Ethernet switch worked exactly as planned. Switches are simple pieces of equipment that should be placed as basically a way to get extra ports on your router. Take a cable from one of your numbered ports on the router to the switch, and you now have 4 new ports on your router! Make sure when you do your math though you count the two spots (one on the switch, one on the router) that you won't have. Example: If you are using a linksys router, they have 4 numbered slots usually. and this has 5. That does not mean you can get 9 devices hardwired. You will get 7, instead of four...3 computers on the router, one cable on the router goes to the switch, and then four extras on the switch! Good luck!","11 10, 2013",5.0,B00002EQCW,Excellent way to get extra router ports!,"Christopher ""Chris"""
"[1, 1]",1363651200,A3GGZJZZFQ7S5D,"I bought this switch because I wanted to go from a wireless environment to a hard-wired environment. The modem/router is in the living room, and my bedroom was completely wireless (Xbox 360 and PC). Due to issues with the Xbox 360 wireless settings, I decided to hard-wire the Xbox 360. After having issues with the services to my PC via wireless, I decided that I too wanted to hard-wire the PC. My only concern was that I did not want to run 2 Cat5e cables from the router to the bedroom. I decided to run 1 cat5e cable to a switch in the bedroom, and then a cat5e cable to each the Xbox 360 and the PC. Thus far, it is working like a charm.","03 19, 2013",5.0,B00002EQCW,Works Great!,"Ciannon ""Ciannon"""
"[0, 0]",1404691200,A3QJVGI8XV8UVV,Simple and effective.,"07 7, 2014",5.0,B00002EQCW,Simple and effective.,Clarke Moyer
"[0, 0]",1358640000,A1HTXF6132KVZY,"Netgear products have always been my first choice in home interconnection.  I've found Netgear products to be reliable and full featured, quite frequently having more of the needed and hand features that their competitors offer.This device was needed to expand the port availability to my curent system to allow addition fo internet linkage for a newly installed solar array system to my house.  The divice works well and meets my needs.","01 20, 2013",5.0,B00002EQCW,Needed expansion,"Classic Monte & Antique Rosi ""Cheers, Monte &..."
"[0, 0]",1335657600,A1NS37O7XRA5KG,"This is a good Ethernet switch and works as advertised.  I needed an efficient and reliable switch inside my network control panel, a panel in a closet where all my telephone, cable TV, alarm system, and Ethernet wires interconnect.  Since the panel was rather crowded already, I needed a compact unit with a hardy case.  This unit fits the bill and it is working as designed.  This is an industrial looking switch well suited for inside a panel.  It would not look so great on a desktop.  For that I would recommend the Linksys SE1500, a similar unit, seemingly reliable, with a sharper look.  I did not have ""the loose plug"" issue another reviewer experienced.  Mine fits well - luck of the draw I guess.","04 29, 2012",4.0,B00002EQCW,Sturdy switch,CM
"[0, 0]",1364256000,AOJBKPV6ELTE9,"Works great in my entertainment center. Have a lot of devices these days that connect to the internet, and decided to cut down on the wifi in the house. This guy works great with all the devices, no hassle, easy install.","03 26, 2013",5.0,B00002EQCW,"Small, sturdy, effective",C. Myers
"[0, 0]",1400112000,AOYZWX4I1LA44,"Perfect cheap switch when you just want to plug it in and not have to worry about configuring a device. This is not a managed switch but why pay extra unless you absolutely need management capabilities, this is a perfect buy if you're looking for a unmanaged switch to just connect a couple of devices off one Ethernet port.","05 15, 2014",5.0,B00002EQCW,Performs Flawlessly,Cody Parks
"[0, 0]",1290384000,AK66HX2T0YN6,"Seems rare for any networking device to simply work right out of the box, but this one did. I bought another one I liked it so much.","11 22, 2010",5.0,B00002EQCW,Worked right out of the box!,Constant Reader
"[0, 0]",1368144000,A3I5S0G8FMWV03,I purchased this unit for my home network about 2 years agoand it is still working great! Network traffic progresses smoothlyeven at 4 seperate stations and has a great value for the money.,"05 10, 2013",5.0,B00002EQCW,Netgear knockout.,crazycat
"[0, 0]",1383782400,A2CRIC1BKMLACP,"Competent switch. Netgear seems to be like Cisco's cousin when it comes to at least home routers, where Cisco's business/enterprise routers/switches are sworn by, I can say the same for Netgear at the home level. Very good switch, I have my computer + printer plugged into it (far away from the router, it's in another room) perfect throughput, everything is great. Printed through it from another computer on the network multiple times.","11 7, 2013",5.0,B00002EQCW,Quality switch.,Culbrelai
"[0, 0]",1379980800,A3JI2LW8IB9YOV,"This worked flawlessly with a Powerline adapter then splitting out the connection to a PS3, Logitech Revue and Mini-Mac.  None of the downstream components had any issues receiving or sending data through this device.  Highly recommended for a cost effective solution outside of using Wireless","09 24, 2013",5.0,B00002EQCW,Great for the price,Curly
"[0, 0]",1379030400,A1FV6SJ6Z27O1E,"In my house I have a wired Ethernet backbone to heavy users plus WiFi. You use an Ethernet Switch sort of like an outlet strip for power. You plug one Ethernet run from your Cable or DSL Ethernet modem source into the Ethernet Switch and then can plug up to 4 other ethernet runs or devices into the remaining ports on the Ethernet Switch. it doesn't require and setup - you just plug and go. It lets more devices share your Internet connection.This is a small box and feels solidly made due to its metal case. It uses a small external power supply (provided) to power the Ethernet Switch. I has been my experience in the past with Netgear products that these tend to be very reliable and long lasting.The only small negative is that it would be nicer still if they put the power supply into the device itself. I am not a fan of the ""Wall Wart"" power supply.","09 13, 2013",4.0,B00002EQCW,Nice Little 5 Port Ethernet Switch,"C. White ""Chazzz"""
"[4, 5]",1323129600,AAAI5A49L3MKG,"fast shipping, great great price. This Netgear switch works exactly as described. Integrated into my home network with ease. I'm using this with several Apple items. My signal chain is:-cable modem> Apple Extreme Base Station (wifi)> NETGEAR Switch> x-Box 360, WII, Mac Mini, Apple TV. All of my devices get internet and the speeds seem to have increased across the board.Small compact size does not take up a lot of room. Happy with the purchase.","12 6, 2011",5.0,B00002EQCW,"Easy to set up, great price","Cylon Lover ""P"""
"[0, 0]",1387324800,A3EML7WV7A5QZW,"I'm using this to subdivide a network and it works perfectly. No setup, just plug and play. I really like the Netgear brand of products, all I've used have been very good. I plan to replace some LinkSys router/switches with these the next time they fail.","12 18, 2013",5.0,B00002EQCW,Works as expected,Dan Ketchpel
"[0, 1]",1358035200,A2AAB4Y69I91Y0,"This switch is basic and it works just fine, it is a great value for the price that I paid.","01 13, 2013",3.0,B00002EQCW,Works great,Dan Whetzel
"[0, 0]",1405036800,A1BAOU9WXR429D,"This is a great buy if you are looking to split your incoming internet into two, or more, devices.I bought this for my Father, so he could have his PC connected to the internet at the same time as his Roku box.  This was extremely easy to set up, even for a 57 year old who abhors modern day technology--he did it on his own.I would recommend this to anyone looking for a quality, cheaply priced ethernet switch.  If you are looking for an ethernet cable, look at MediaBridge's products, as they are of great quality.","07 11, 2014",5.0,B00002EQCW,Great to split internet connection into two seperate devices,David Archer
"[0, 0]",1396224000,AQCZRP5A2QHBR,Great switch for small jobs.  I've been using it for years & I haven't had a single problem with it.,"03 31, 2014",5.0,B00002EQCW,Great small switch,"David L. Stoddard ""nsrdave"""
"[0, 0]",1254355200,A280Z5W5NYT9B9,"Netgear has a good reputation and history of making quality products and this is no exception. It is easy to see that they did not sacrifice quality at the cost of making a low price product. It is a simple low end switch, so don't look for features that is not what it was designed for and where the cost savings comes from.","10 1, 2009",5.0,B00002EQCW,Solid product,David Michel
"[0, 0]",1377561600,A4IL0CLL27Q33,I use these as temporary network expanders in conference rooms or hotels. They work well and the price is good.,"08 27, 2013",4.0,B00002EQCW,"Reasonably priced, solidly made switch",D. Brennan
"[0, 0]",1371686400,AB2PV7PVCSMT2,Just plug it in and it works perfect.  Your router will assign an IP automatically and your are off and running.  No software to install or anything.  BAM... done.,"06 20, 2013",5.0,B00002EQCW,Plug and Play,DBW
"[0, 0]",1286236800,A2MYK96VGMBV0S,"It works perfectly fine. I got this product cause my wireless router ports were all used up and needed more for my pc, and blu-ray player, and xbox 360, and works fine. Only problem I have is the power cord doesn't fit in the Switch port it keeps slipping out. But I just tied it with some string and its good enough for me as long as it works. xD  I'm sure if I returned it and got another one it would work alot better. I Prob just got a faulty one :(","10 5, 2010",4.0,B00002EQCW,Netgear Switch Port,"Death By Stupidity ""xD"""
"[1, 1]",1232496000,A2IP0Z4VPCAXZ1,"Great price with rebate.  Installed fine and got my DVR, Blu Ray and TV all on the internet at once  Small box that is easily hidden and can be wall mounted though I have not done that.","01 21, 2009",5.0,B00002EQCW,Great bang for the buck,Desmo
"[0, 0]",1366934400,AAYB56GHHGB6R,"As with all ethernet switches it should be pretty straight foward to plug in and connected. This is the second one I've used. The first one has been up and running on my work network 24/7 for over 2 years with no issues. This one I hooked up on my home network, and worked as expected found connections and I was up and runnning as fast as I could hook up the cables!","04 26, 2013",5.0,B00002EQCW,2nd one I've purchase - works great plug & Play,D. Fox
"[1, 1]",1363564800,AQ28L0J970DVW,I Have many of Netgear's switches. They have all working been well for a long time. Slightly more expensive than some brands but worth it.,"03 18, 2013",5.0,B00002EQCW,Great Product. Have many of Netgear's switches. All working well for a long time,D. Hallacy
"[3, 3]",1175126400,A29EGA8RIDPUJ1,"This is a nice, compact 5-port plug-and-play switch that definitely improved the speed of my local PC network.  I read a review where this switch runs hot.  I have all five ports in use and its running around 99F degrees.  My DSL modem with just two ports in use actually runs hotter (101F).  Okay, four degrees but you can tell a difference when you touch them.  The FS105 switch does not interfere with AM radio reception as my old Linksys 5 port hub especially at the upper AM radio band.  Perhaps it is the metal box of the FS105 that provides better shielding.  Its nice that Netgear gives me the screws and wall anchors for mounting the switch to something either wood or plaster.  But is it too much to ask Netgear to include a mounting template (piece of paper) so I can put those screws exactly where I need them with less fuss than measuring and guessing?Perhaps I should not be disappointed that the FS105 I got is not the same one as pictured on the Amazon page.  That picture shows an uplink button and the unit is wider.  I connected a cable from my DSL modem/router's uplink port to the first port of this switch and it works just fine.If you only need four to five ports, this is a very nice non-managed switch.  And did you know that according to Netgear, the Mean Time Between Failure (MTBF) is twice that of either the FS108 (8-port version) or the FS116 (16-port version).  It may make more sense to buy two of these switches from a reliability sense.","03 29, 2007",4.0,B00002EQCW,Definitely improves performance for a small LAN,D. Henderson
"[1, 1]",1365033600,A1ULAF163Z7PM7,"I've always liked Netgear's line of simple desktop hubs and switches. They're small, simple, well-constructed, and they work, no fuss. This one and ones like it with more ports have been on the market for years, seemingly unchanged -- probably because they work as advertised for a good price.This one is no different. I'm happy to see that they have replaced the old wall-wart linear power supplies with a more modern switching supply. This will waste less power, which is nice on something that will be plugged in basically all the time.","04 4, 2013",5.0,B00002EQCW,"Simple, robust, no problems",D. Jacobowitz
"[0, 0]",1349827200,A3MIIKWIS9MBET,"Having used ethernet for a number of years, I have accumulated a collection of switches and routers.  Since they are such simple devices, I was surprised to learn that they do break/burn out. After testing my old devices, I purchased two of these Netgear switches to handle the array of ethernet connections now required for the current home entertainment systems.  So far, so good.","10 10, 2012",4.0,B00002EQCW,Simple and straight forward,"DM3147 ""DM3147"""
"[2, 5]",1276128000,AAR7CEPXYJA0T,"Durable. I have plugged in three computers into this 5 port switch and all of them work fine. With the Ethernet cards installed in all my systems, I found the installation to be a cakewalk. The configuration is so simple and it just takes a few moments of your time. I just had to plug in the power cable first then connected the Ethernet cables of all the comps and it was ready. But it needs an external power supply chord and does not have a power on switch. The metal casing makes this device quite heavy. Not that I carry it around all the time but it could have been of lesser weight.The LED lights and the Ethernet ports are on the same side. This is a major disadvantage for me because the wires flow on my desk. Had the ports been at the back I would have had some control in keeping my desk uncluttered.My FS105NA also gets warm after continuous usage for more than an hour.","06 10, 2010",2.0,B00002EQCW,LED lights and Ethernet ports on same side causing problems,"D. Mccauley ""Techie"""
"[0, 0]",1397952000,A3UMZ8DDGIC0DO,"Hook up was a breeze, does what it is supposed to. I use the additional connection for my web based garage door openers. Cannot comment if there is decay in data transfer.","04 20, 2014",5.0,B00002EQCW,Does what it is supposed to,Doc
"[0, 0]",1316563200,AARTRGFVZ9LXG,"I have two.  Chose them over flimsier-looking plastic switches and it seems to have been a solid choice.  They do what they're supposed to, which in my case is to double the ethernet feed to hard-wire my two pairs of Dish boxes and BluRay players.","09 21, 2011",4.0,B00002EQCW,Solid Product,Doggeman
"[1, 1]",1300320000,A3UWM2JGOASDI4,"Although this says its five ports, its not really. One port is taken up with your internet link, so you can attach four additional items to this.  This switch comes with a power supply so you need a plug near by to use it.  It worked right out of the box without needing to install any software.  I have a Windows 7 laptop and a Sony BluRay player attached to it. I feel I have definitely gotten my money's worth.  Netgear makes a good quality product.","03 17, 2011",5.0,B00002EQCW,Small Switch Big Performance,"Douglas Sagor ""dragonmageds"""
"[1, 1]",1293840000,A100WO06OQR8BQ,This switch has been a pleasant surprise. I have a cable that runs from a router in my house to my office which is located in a separate building behind the house. The switch is in my office and performs flawlessly. I have a desktop connected to the switch and am able to transfer large files with ease. I have a phone system connected to it that works better than my landline. I have a wireless access point connected to it for the use of my netbook which is located on the opposite side of my office. This has been a unexpectedly useful investment.,"01 1, 2011",5.0,B00002EQCW,Excellent Switch,"Duffer. ""Bo"""
"[0, 0]",1376956800,A387QAUJHI23S8,Don't know what to say.  It does what it claims to do.  Doesn't toast my grill cheese sandwiches or change my oil but does add ethernet ports.sss,"08 20, 2013",3.0,B00002EQCW,switch,edmocon
"[1, 1]",1294444800,A3NGOG8Z78AZSD,"This Netgear model has been around for a while.  I use a lot of them in my small business.  They're very handy to park on conference tables and desks to provide wired internet connections for multiple people.  It's a very solidly built model (all metal), with a no-frills industrial design and small footprint.  Installation is a snap -- just plug in the power supply, connect your PCs/peripherals with regular patch cables, and your done.Two issues:1) This is not a gigabit switch, just an old-fashioned 10/100 switch.  If you're just using it for internet connections, that's probably fine, since you'll be limited by your internet speed anyway.  But if you're running a gigabit ethernet and want to move gigs over the network quickly, you'll need a faster switch (assuming all the other gear on your network is also gigabit speed).2) I have had a couple of this switches fail over the years, and it's always been the power supply that failed, not the switch.  Given how cheap these are now, I'd suggest that you buy a spare, just to have the spare power supply on hand, if you can't afford to have a network failure for more than a few minutes.  If the power supply fails, you can plug in a new power supply in under a minute, which is easier than replacing a whole switch.  I don't want to make it seem like the Netgear power supply is unreliable -- I've had two power supplies fail over the past four years.  I just wanted to provide a bit of useful ""just in case"" advice for small businesses.","01 8, 2011",5.0,B00002EQCW,"Super solid switch at a low cost -- 10/100, not gigabit ethernet",Edward Barnett
"[0, 0]",1376265600,ABUHPSLHCHE8,"This was just what I was looking for.  It networks my pc's perfectly and can now share printers, etc. without dropping out of the connection.  Sturdy construction.  Great price.","08 12, 2013",5.0,B00002EQCW,Works great,Elaine M. Bell
"[0, 1]",1264896000,AA6956HVSVG1T,"I use this small switch to share the single Ethernet port on my living room to all TV stand devices. I left it always on for the last 6 months and it never gave any problem or had to be reset. Highly recommended.With the rebate, it turns to be one of the cheapest small switch available, but still it looks great quality.","01 31, 2010",5.0,B00002EQCW,"Highly reliable, cheap and great quality",Esaito
"[0, 0]",1289174400,A38CQJJOWSL8A7,"Needed to add ethernet ports to my home PC installation, but had no spare ports on the Linksys router.This Netgear box solved that problem quickly and with minimal installation hassle.","11 8, 2010",5.0,B00002EQCW,Simple ethernet port expansion,etudiant
"[0, 0]",1370995200,A3GHITPT5SRXBH,"well, being a simple switch, there is not much to say about: looks and feels well built, Works just fine. does not warm up... very nice product. will buy again","06 12, 2013",5.0,B00002EQCW,nice switch,Evgueni Tchirkov
"[0, 0]",1293494400,AY5VJCY3K4DD8,"Bought this to replace a Dynex switch I got at Best Buy for $32. The Dynex was plastic and felt cheap. I love that this NetGear switch has a metal body. It feels like better construction overall, and at $12 less, it's a great deal. All the ports work exactly as expected.My only complaint is that the power plug and the RJ45 jacks are on opposite sides of the switch. This may not matter to you, but for me it was slightly annoying because the switch sits in an entertainment center just like a DVD player or a set top box. It would be nice if all the cables came out of the same side so everything could be together, but it certainly isn't a deal breaker.I would definitely buy this again.","12 28, 2010",4.0,B00002EQCW,Solid Switch,FadingRadio
"[0, 0]",1336608000,A2859C020TGTJV,"I buy this product because I trust Netgear, When I open the package,it is a solid product, works very well , I like it.","05 10, 2012",5.0,B00002EQCW,Good stuff,Feng Zhao
"[0, 0]",1271376000,A2HPFRNPZZ405N,"If you want a good solid low cost switch this is it.  I've installed dozens of these and they've proved to be quite reliable.  The housing is metal, not some cheap plastic and the switch works well.","04 16, 2010",5.0,B00002EQCW,Good solid low cost switch,Fields
"[0, 0]",1266192000,A1BBAECLOD0XFN,"I like this FS line of Netgear's 5- and 8-port 10/100 switches because the status lights are on each jack.  You don't have to match up a jack number on one side with a light number on the other side.  I've had several at work and at home and not one has ever failed on me.  It's wall-mountable.  And they now come with a small, lightweight, energy-efficient AC adapter instead of the huge, heavy one that Netgears had been known for. The $10 rebate process went smoothly, though I received it on a Visa card rather than a check.  I tucked this switch in my brother-in-law's TV furniture to network his TV, Blu-ray player, and Wii.","02 15, 2010",5.0,B00002EQCW,"Status lights on each jack, reliable",Frank Harris
"[0, 0]",1367884800,A1R19YYR5OR26T,"I love how heavy duty this switch feels.  It probably works the same as the rest, but has a nice substantial feel to it.  Plus I though of going all gigabit, but in a home setting do you really need it?  If you have download speeds of 25 mbps thats for the whole house, and is super fast, if you have 50 thats phenomenal, but probably more than you need to have 10 roku's streaming at once, so save a little cash and this should meet you needs just fine.","05 7, 2013",5.0,B00002EQCW,Love the feel,Frank Hoeft
